date,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi
2012-01-05,4424,4060,364,6036,1544,4492,6,163,-157,10466,5767,4699
2012-01-06,3258,4362,-1104,6305,2108,4197,5,129,-124,9568,6599,2969
2012-01-09,2604,4883,-2279,6174,2463,3711,5,94,-89,8783,7440,1343
2012-01-10,3258,4268,-1010,6061,1815,4246,5,83,-78,9324,6166,3158
2012-01-11,3824,4747,-923,6064,2265,3799,5,83,-78,9893,7095,2798
2012-01-12,4163,5003,-840,6444,2530,3914,5,83,-78,10612,7616,2996
2012-01-13,3201,5238,-2037,6523,3629,2894,5,83,-78,9729,8950,779
2012-01-16,2611,4067,-1456,6914,3493,3421,5,93,-88,9530,7653,1877
2012-01-17,5486,3662,1824,7874,2312,5562,5,93,-88,13365,6067,7298
2012-01-18,707,3266,-2559,4109,2629,1480,5,93,-88,4821,5988,-1167
2012-01-30,1901,2507,-606,4454,1987,2467,5,93,-88,6360,4587,1773
2012-01-31,985,2815,-1830,4926,2931,1995,5,93,-88,5916,5839,77
2012-02-01,2638,2608,30,5074,2402,2672,5,93,-88,7717,5103,2614
2012-02-02,1854,2854,-1000,5006,2770,2236,5,46,-41,6865,5670,1195
2012-02-03,1716,3347,-1631,5272,3520,1752,5,46,-41,6993,6913,80
2012-02-04,2749,3706,-957,5736,4177,1559,5,46,-41,8490,7929,561
2012-02-06,2912,3933,-1021,4719,4272,447,5,46,-41,7636,8251,-615
2012-02-07,3286,4065,-779,5137,4849,288,5,46,-41,8428,8960,-532
2012-02-08,3270,4110,-840,6327,6363,-36,5,46,-41,9602,10519,-917
2012-02-09,3840,4559,-719,7091,8388,-1297,5,46,-41,10936,12993,-2057
2012-02-10,3483,4950,-1467,7262,10633,-3371,5,92,-87,10750,15675,-4925
2012-02-13,3735,5402,-1667,7664,9599,-1935,5,143,-138,11404,15144,-3740
2012-02-14,3952,4794,-842,7807,7968,-161,5,143,-138,11764,12905,-1141
2012-02-15,2541,1567,974,7469,1623,5846,5,179,-174,10015,3369,6646
2012-02-16,2539,4048,-1509,5764,2170,3594,7,179,-172,8310,6397,1913
2012-02-17,2795,4618,-1823,5838,2944,2894,7,191,-184,8640,7753,887
2012-02-20,3030,4329,-1299,5918,2954,2964,10,203,-193,8958,7486,1472
2012-02-21,4554,4151,403,6092,2336,3756,10,203,-193,10656,6690,3966
2012-02-22,5837,4214,1623,6568,3294,3274,10,203,-193,12415,7711,4704
2012-02-23,5554,4366,1188,5750,3585,2165,10,203,-193,11314,8154,3160
2012-02-24,6003,4767,1236,5913,3492,2421,10,203,-193,11926,8462,3464
2012-02-29,6723,4705,2018,8085,3689,4396,10,203,-193,14818,8597,6221
2012-03-01,7314,4648,2666,7617,4600,3017,10,62,-52,14941,9310,5631
2012-03-02,6472,4843,1629,6598,5325,1273,10,62,-52,13080,10230,2850
2012-03-03,6632,5573,1059,5953,5342,611,10,62,-52,12595,10977,1618
2012-03-05,5846,5674,172,5462,5206,256,10,62,-52,11318,10942,376
2012-03-06,5828,6695,-867,5389,4464,925,10,96,-86,11227,11255,-28
2012-03-07,6236,6924,-688,5550,3485,2065,10,162,-152,11796,10571,1225
2012-03-08,6612,5570,1042,6594,3797,2797,10,162,-152,13216,9529,3687
2012-03-09,6974,5446,1528,7196,3904,3292,10,162,-152,14180,9512,4668
2012-03-12,6863,5696,1167,5614,3398,2216,10,162,-152,12487,9256,3231
2012-03-13,7187,5185,2002,8286,3766,4520,10,274,-264,15483,9225,6258
2012-03-14,7120,5338,1782,6668,4047,2621,10,274,-264,13798,9659,4139
2012-03-15,7182,5491,1691,6595,4047,2548,10,274,-264,13787,9812,3975
2012-03-16,5854,5686,168,5668,3803,1865,10,264,-254,11532,9753,1779
2012-03-19,6399,7963,-1564,5853,3211,2642,10,264,-254,12262,11438,824
2012-03-20,5821,9140,-3319,6255,3466,2789,10,264,-254,12086,12870,-784
2012-03-21,1164,6354,-5190,6017,1423,4594,6,264,-258,7187,8041,-854
2012-03-22,4903,6287,-1384,7225,1853,5372,6,264,-258,12134,8404,3730
2012-03-23,3868,7340,-3472,6463,1887,4576,6,264,-258,10337,9491,846
2012-03-26,1695,8648,-6953,5331,3481,1850,6,234,-228,7032,12363,-5331
2012-03-27,1833,6896,-5063,5737,2243,3494,6,234,-228,7576,9373,-1797
2012-03-28,2440,6829,-4389,6182,1872,4310,6,234,-228,8628,8935,-307
2012-03-29,2099,12401,-10302,5747,5442,305,6,234,-228,7852,18077,-10225
2012-03-30,2202,10959,-8757,5754,4505,1249,6,234,-228,7962,15698,-7736
2012-04-02,2681,9992,-7311,5894,4088,1806,6,234,-228,8581,14314,-5733
2012-04-03,2325,10971,-8646,6199,6607,-408,6,234,-228,8530,17812,-9282
2012-04-05,2816,12111,-9295,6839,6340,499,6,220,-214,9661,18671,-9010
2012-04-06,3646,10571,-6925,7141,5184,1957,6,220,-214,10793,15975,-5182
2012-04-09,3279,10122,-6843,7623,5353,2270,6,220,-214,10908,15695,-4787
2012-04-10,3082,10602,-7520,7696,5519,2177,6,220,-214,10784,16341,-5557
2012-04-11,2969,10245,-7276,8376,5066,3310,6,220,-214,11351,15531,-4180
2012-04-12,2534,11108,-8574,8762,6367,2395,6,220,-214,11302,17695,-6393
2012-04-13,2474,8746,-6272,9248,5927,3321,6,231,-225,11728,14904,-3176
2012-04-16,2253,9069,-6816,9444,6910,2534,6,231,-225,11703,16210,-4507
2012-04-17,3254,8065,-4811,9771,10644,-873,6,231,-225,13031,18940,-5909
2012-04-18,2594,3120,-526,5267,1860,3407,6,231,-225,7867,5211,2656
2012-04-19,3242,3053,189,5634,2238,3396,6,231,-225,8882,5522,3360
2012-04-20,2875,4777,-1902,5327,4064,1263,6,224,-218,8208,9065,-857
2012-04-23,2974,4912,-1938,5401,3613,1788,6,214,-208,8381,8739,-358
2012-04-24,3551,4066,-515,6083,3447,2636,6,214,-208,9640,7727,1913
2012-04-25,3398,4195,-797,6321,3791,2530,6,214,-208,9725,8200,1525
2012-04-26,3461,4095,-634,7156,4739,2417,6,214,-208,10623,9048,1575
2012-04-27,3572,3864,-292,7340,5022,2318,6,214,-208,10918,9100,1818
2012-04-30,3452,3678,-226,7489,4958,2531,6,214,-208,10947,8850,2097
2012-05-02,4418,2269,2149,7647,3414,4233,6,214,-208,12071,5897,6174
2012-05-03,3731,2372,1359,7388,4606,2782,6,214,-208,11125,7192,3933
2012-05-04,4126,3022,1104,7220,4394,2826,5,226,-221,11351,7642,3709
2012-05-07,3544,3276,268,7431,7512,-81,5,240,-235,10980,11028,-48
2012-05-08,3796,3774,22,7708,7446,262,5,240,-235,11509,11460,49
2012-05-09,4022,4419,-397,7820,7736,84,5,226,-221,11847,12381,-534
2012-05-10,4176,5072,-896,7583,7305,278,5,226,-221,11764,12603,-839
2012-05-11,6307,9559,-3252,8259,10637,-2378,5,203,-198,14571,20399,-5828
2012-05-14,3906,5957,-2051,9133,10236,-1103,5,184,-179,13044,16377,-3333
2012-05-15,4064,7301,-3237,7555,10076,-2521,5,184,-179,11624,17561,-5937
2012-05-16,1207,2466,-1259,5880,3331,2549,5,159,-154,7092,5956,1136
2012-05-17,1721,2568,-847,7369,2781,4588,5,159,-154,9095,5508,3587
2012-05-18,722,4093,-3371,6402,3140,3262,5,159,-154,7129,7392,-263
2012-05-21,317,3228,-2911,7152,3112,4040,5,159,-154,7474,6499,975
2012-05-22,371,3081,-2710,7474,3243,4231,5,159,-154,7850,6483,1367
2012-05-23,793,3327,-2534,6867,2992,3875,5,159,-154,7665,6478,1187
2012-05-24,524,3797,-3273,7127,3368,3759,5,77,-72,7656,7242,414
2012-05-25,637,5193,-4556,6432,3760,2672,5,77,-72,7074,9030,-1956
2012-05-28,666,4158,-3492,7388,3384,4004,5,77,-72,8059,7619,440
2012-05-29,3017,3190,-173,9137,3539,5598,5,77,-72,12159,6806,5353
2012-05-30,926,2833,-1907,7536,4142,3394,5,77,-72,8467,7052,1415
2012-05-31,1220,2826,-1606,8047,4208,3839,5,77,-72,9272,7111,2161
2012-06-01,1064,3654,-2590,8016,6129,1887,5,77,-72,9085,9860,-775
2012-06-04,1598,6782,-5184,8578,4744,3834,5,72,-67,10181,11598,-1417
2012-06-05,2386,5787,-3401,8819,4073,4746,5,72,-67,11210,9932,1278
2012-06-06,2264,5955,-3691,8951,4310,4641,5,77,-72,11220,10342,878
2012-06-07,1777,5960,-4183,8377,4549,3828,5,77,-72,10159,10586,-427
2012-06-08,1099,6113,-5014,8601,5148,3453,5,77,-72,9705,11338,-1633
2012-06-11,1276,4937,-3661,8112,4538,3574,5,77,-72,9393,9552,-159
2012-06-12,1235,5796,-4561,8611,5026,3585,85,77,8,9931,10899,-968
2012-06-13,1563,5144,-3581,8572,5286,3286,85,77,8,10220,10507,-287
2012-06-14,3355,6580,-3225,8546,5084,3462,85,77,8,11986,11741,245
2012-06-15,4850,8196,-3346,9675,5413,4262,85,30,55,14610,13639,971
2012-06-18,5649,8460,-2811,8902,5668,3234,86,30,56,14637,14158,479
2012-06-19,5984,7781,-1797,8995,7036,1959,86,30,56,15065,14847,218
2012-06-20,764,2839,-2075,6155,1011,5144,46,30,16,6965,3880,3085
2012-06-21,672,3221,-2549,6455,1846,4609,46,30,16,7173,5097,2076
2012-06-22,1456,3560,-2104,6980,3308,3672,46,25,21,8482,6893,1589
2012-06-25,1910,4221,-2311,7428,4315,3113,46,25,21,9384,8561,823
2012-06-26,1877,3027,-1150,7350,4030,3320,46,25,21,9273,7082,2191
2012-06-27,3147,2898,249,7927,4239,3688,49,25,24,11123,7162,3961
2012-06-28,3029,2747,282,7533,4391,3142,49,30,19,10611,7168,3443
2012-06-29,3223,3151,72,8151,4231,3920,50,30,20,11424,7412,4012
2012-07-02,3457,2871,586,8027,4315,3712,50,35,15,11534,7221,4313
2012-07-03,3899,2999,900,7508,4065,3443,52,35,17,11459,7099,4360
2012-07-04,4568,4108,460,7373,4179,3194,52,35,17,11993,8322,3671
2012-07-05,4460,4216,244,7602,4306,3296,52,35,17,12114,8557,3557
2012-07-06,4431,5660,-1229,7208,5482,1726,55,35,20,11694,11177,517
2012-07-09,4720,5524,-804,7431,6078,1353,55,35,20,12206,11637,569
2012-07-10,4952,6997,-2045,7165,7649,-484,57,35,22,12174,14681,-2507
2012-07-11,5242,7626,-2384,7445,7586,-141,57,35,22,12744,15247,-2503
2012-07-12,6402,9395,-2993,6683,10797,-4114,58,30,28,13143,20222,-7079
2012-07-13,8089,10639,-2550,6334,11110,-4776,58,30,28,14481,21779,-7298
2012-07-16,9893,11975,-2082,6356,13228,-6872,62,30,32,16311,25233,-8922
2012-07-17,14326,13264,1062,5292,14211,-8919,62,30,32,19680,27505,-7825
2012-07-18,2718,2740,-22,4428,1581,2847,17,30,-13,7163,4351,2812
2012-07-19,5326,2421,2905,6146,812,5334,18,30,-12,11490,3263,8227
2012-07-20,5095,2848,2247,5932,1028,4904,18,35,-17,11045,3911,7134
2012-07-23,3014,2656,358,5096,1356,3740,20,35,-15,8130,4047,4083
2012-07-24,3207,3097,110,5284,1451,3833,20,35,-15,8511,4583,3928
2012-07-25,4376,3135,1241,4672,1445,3227,22,35,-13,9070,4615,4455
2012-07-26,3964,2469,1495,5218,1760,3458,22,30,-8,9204,4259,4945
2012-07-27,5170,2664,2506,6281,1420,4861,22,35,-13,11473,4119,7354
2012-07-30,5718,3395,2323,6580,1385,5195,22,40,-18,12320,4820,7500
2012-07-31,5540,4250,1290,7688,1394,6294,23,40,-17,13251,5684,7567
2012-08-01,5759,4556,1203,8438,1482,6956,20,45,-25,14217,6083,8134
2012-08-03,3942,4776,-834,7128,1655,5473,20,45,-25,11090,6476,4614
2012-08-06,4312,4715,-403,6545,2213,4332,20,45,-25,10877,6973,3904
2012-08-07,4484,4772,-288,6388,2082,4306,20,45,-25,10892,6899,3993
2012-08-08,5055,3400,1655,7128,1769,5359,24,45,-21,12207,5214,6993
2012-08-09,7687,5435,2252,9042,1931,7111,27,45,-18,16756,7411,9345
2012-08-10,5306,4486,820,8839,2284,6555,22,55,-33,14167,6825,7342
2012-08-13,6083,5250,833,9065,2234,6831,22,55,-33,15170,7539,7631
2012-08-14,9047,7581,1466,8344,972,7372,22,55,-33,17413,8608,8805
2012-08-15,1768,1301,467,5910,717,5193,22,55,-33,7700,2073,5627
2012-08-16,2667,1323,1344,6335,1127,5208,22,55,-33,9024,2505,6519
2012-08-17,2117,1193,924,5391,1762,3629,18,62,-44,7526,3017,4509
2012-08-20,2828,1312,1516,5844,1265,4579,19,62,-43,8691,2639,6052
2012-08-21,3973,1154,2819,7438,1805,5633,20,62,-42,11431,3021,8410
2012-08-22,4597,1085,3512,7104,2490,4614,20,62,-42,11721,3637,8084
2012-08-23,4663,984,3679,7018,2895,4123,16,69,-53,11697,3948,7749
2012-08-24,4643,1034,3609,7030,2924,4106,16,69,-53,11689,4027,7662
2012-08-27,3044,1199,1845,5927,3082,2845,16,72,-56,8987,4353,4634
2012-08-28,3022,1372,1650,5742,3545,2197,16,72,-56,8780,4989,3791
2012-08-29,2865,1256,1609,5928,3142,2786,15,72,-57,8808,4470,4338
2012-08-30,2935,1791,1144,5777,3058,2719,15,72,-57,8727,4921,3806
2012-08-31,2571,1903,668,5752,3134,2618,15,82,-67,8338,5119,3219
2012-09-03,3615,1656,1959,6661,2846,3815,15,82,-67,10291,4584,5707
2012-09-04,3306,1749,1557,6196,3334,2862,15,82,-67,9517,5165,4352
2012-09-05,3093,4922,-1829,5569,4275,1294,15,82,-67,8677,9279,-602
2012-09-06,2945,4162,-1217,5706,4080,1626,15,82,-67,8666,8324,342
2012-09-07,3064,3388,-324,5927,4533,1394,15,82,-67,9006,8003,1003
2012-09-10,3578,3102,476,7729,4382,3347,15,85,-70,11322,7569,3753
2012-09-11,3637,3141,496,8460,4760,3700,15,85,-70,12112,7986,4126
2012-09-12,4383,3060,1323,10027,4540,5487,13,80,-67,14423,7680,6743
2012-09-13,5068,3758,1310,8925,5418,3507,13,80,-67,14006,9256,4750
2012-09-14,5056,2209,2847,9458,5448,4010,13,80,-67,14527,7737,6790
2012-09-17,4827,1845,2982,9343,6393,2950,12,85,-73,14182,8323,5859
2012-09-18,4613,1571,3042,9778,6580,3198,72,85,-13,14463,8236,6227
2012-09-19,1874,977,897,6614,3365,3249,80,85,-5,8568,4427,4141
2012-09-20,2266,1604,662,6143,3562,2581,80,85,-5,8489,5251,3238
2012-09-21,2420,1996,424,6497,3804,2693,79,85,-6,8996,5885,3111
2012-09-24,2968,1652,1316,6611,3684,2927,79,85,-6,9658,5421,4237
2012-09-25,3107,1296,1811,6415,4603,1812,79,85,-6,9601,5984,3617
2012-09-26,3048,1418,1630,6083,4990,1093,79,80,-1,9210,6488,2722
2012-09-27,3193,1101,2092,6667,4859,1808,79,65,14,9939,6025,3914
2012-09-28,3119,2305,814,6455,5290,1165,79,65,14,9653,7660,1993
2012-10-01,3391,3052,339,6408,5695,713,78,55,23,9877,8802,1075
2012-10-02,3276,2986,290,6510,5630,880,78,47,31,9864,8663,1201
2012-10-03,3126,3137,-11,5995,6455,-460,78,47,31,9199,9639,-440
2012-10-04,3239,2651,588,6423,6932,-509,78,32,46,9740,9615,125
2012-10-05,3010,2434,576,6357,7544,-1187,78,32,46,9445,10010,-565
2012-10-08,2761,3082,-321,6050,8558,-2508,78,0,78,8889,11640,-2751
2012-10-09,2862,4080,-1218,6477,9348,-2871,78,0,78,9417,13428,-4011
2012-10-11,3243,4322,-1079,5243,10973,-5730,78,0,78,8564,15295,-6731
2012-10-12,4287,4396,-109,5104,11010,-5906,78,0,78,9469,15406,-5937
2012-10-15,3449,5032,-1583,5632,10683,-5051,78,0,78,9159,15715,-6556
2012-10-16,3702,3543,159,3234,11059,-7825,78,0,78,7014,14602,-7588
2012-10-17,1057,1751,-694,2750,7972,-5222,18,0,18,3825,9723,-5898
2012-10-18,1359,1636,-277,3034,7314,-4280,18,0,18,4411,8950,-4539
2012-10-19,1678,2871,-1193,2832,8544,-5712,18,0,18,4528,11415,-6887
2012-10-22,1731,2568,-837,3429,7599,-4170,18,0,18,5178,10167,-4989
2012-10-23,1815,3343,-1528,3354,8456,-5102,19,0,19,5188,11799,-6611
2012-10-24,1849,3267,-1418,3804,8147,-4343,19,0,19,5672,11414,-5742
2012-10-25,2083,3062,-979,3575,9297,-5722,19,0,19,5677,12359,-6682
2012-10-26,2483,4105,-1622,3979,10155,-6176,19,0,19,6481,14260,-7779
2012-10-29,3201,3849,-648,4334,9626,-5292,19,0,19,7554,13475,-5921
2012-10-30,3697,3902,-205,4413,9217,-4804,19,0,19,8129,13119,-4990
2012-10-31,4562,4149,413,4205,10073,-5868,17,20,-3,8784,14242,-5458
2012-11-01,3999,2879,1120,4356,9608,-5252,17,20,-3,8372,12507,-4135
2012-11-02,3978,2055,1923,4456,9763,-5307,17,62,-45,8451,11880,-3429
2012-11-05,3869,2752,1117,4459,9917,-5458,17,62,-45,8345,12731,-4386
2012-11-06,3812,2468,1344,4477,8859,-4382,17,62,-45,8306,11389,-3083
2012-11-07,3840,2554,1286,4653,9439,-4786,17,62,-45,8510,12055,-3545
2012-11-08,4225,3040,1185,4766,8774,-4008,17,68,-51,9008,11882,-2874
2012-11-09,4715,2698,2017,6565,8248,-1683,17,68,-51,11297,11014,283
2012-11-12,4190,2695,1495,5312,10310,-4998,17,71,-54,9519,13076,-3557
2012-11-13,4682,3368,1314,5336,12838,-7502,17,71,-54,10035,16277,-6242
2012-11-14,6250,3969,2281,5637,10520,-4883,77,93,-16,11964,14582,-2618
2012-11-15,7119,5675,1444,5587,10368,-4781,77,98,-21,12783,16141,-3358
2012-11-16,7659,5394,2265,5399,11452,-6053,77,98,-21,13135,16944,-3809
2012-11-19,6103,2830,3273,5439,12517,-7078,77,98,-21,11619,15445,-3826
2012-11-20,7561,2824,4737,5310,12216,-6906,77,98,-21,12948,15138,-2190
2012-11-21,2131,2391,-260,5644,11822,-6178,85,98,-13,7860,14311,-6451
2012-11-22,2403,2580,-177,5570,10771,-5201,85,93,-8,8058,13444,-5386
2012-11-23,3628,2922,706,6234,8783,-2549,85,101,-16,9947,11806,-1859
2012-11-26,4051,3137,914,5759,8862,-3103,85,101,-16,9895,12100,-2205
2012-11-27,4417,2801,1616,5640,8427,-2787,145,108,37,10202,11336,-1134
2012-11-28,4598,2640,1958,5621,8420,-2799,145,108,37,10364,11168,-804
2012-11-29,6519,3596,2923,6063,8447,-2384,145,119,26,12727,12162,565
2012-11-30,7479,3841,3638,5998,8084,-2086,145,119,26,13622,12044,1578
2012-12-03,6992,3602,3390,5857,8960,-3103,145,126,19,12994,12688,306
2012-12-04,7121,3813,3308,5872,9631,-3759,145,126,19,13138,13570,-432
2012-12-05,8110,4228,3882,6269,9816,-3547,145,136,9,14524,14180,344
2012-12-06,7905,3964,3941,5745,9633,-3888,145,136,9,13795,13733,62
2012-12-07,8488,3591,4897,5978,10164,-4186,145,136,9,14611,13891,720
2012-12-10,7946,3185,4761,6000,10433,-4433,145,136,9,14091,13754,337
2012-12-11,8840,3318,5522,6630,10458,-3828,145,136,9,15615,13912,1703
2012-12-12,8589,4549,4040,7110,11293,-4183,145,136,9,15844,15978,-134
2012-12-13,9805,5693,4112,7886,11224,-3338,145,141,4,17836,17058,778
2012-12-14,9222,6786,2436,7598,13167,-5569,145,141,4,16965,20094,-3129
2012-12-17,7468,6315,1153,7306,13591,-6285,145,136,9,14919,20042,-5123
2012-12-18,8220,6149,2071,7535,14060,-6525,145,141,4,15900,20350,-4450
2012-12-19,2365,2858,-493,2445,2622,-177,145,141,4,4955,5621,-666
2012-12-20,2275,3973,-1698,2222,3863,-1641,145,141,4,4642,7977,-3335
2012-12-21,1544,3731,-2187,2984,4447,-1463,145,153,-8,4673,8331,-3658
2012-12-22,1881,3495,-1614,2993,3959,-966,145,153,-8,5019,7607,-2588
2012-12-24,1651,3477,-1826,3136,3540,-404,145,157,-12,4932,7174,-2242
2012-12-25,2180,2135,45,2950,3584,-634,145,157,-12,5275,5876,-601
2012-12-26,2254,2914,-660,2905,4975,-2070,147,157,-10,5306,8046,-2740
2012-12-27,3197,3194,3,3039,5565,-2526,147,164,-17,6383,8923,-2540
2012-12-28,2780,2827,-47,2921,5468,-2547,147,164,-17,5848,8459,-2611
2013-01-02,3584,2540,1044,3984,5292,-1308,147,157,-10,7715,7989,-274
2013-01-03,3605,1815,1790,3888,5222,-1334,147,157,-10,7640,7194,446
2013-01-04,3585,2172,1413,3509,5272,-1763,145,157,-12,7239,7601,-362
2013-01-07,3655,3078,577,4112,5777,-1665,205,157,48,7972,9012,-1040
2013-01-08,3658,4098,-440,3777,7249,-3472,207,157,50,7642,11504,-3862
2013-01-09,3820,2594,1226,3868,6641,-2773,207,157,50,7895,9392,-1497
2013-01-10,4431,2737,1694,3921,5405,-1484,207,159,48,8559,8301,258
2013-01-11,4151,3333,818,3235,6349,-3114,204,159,45,7590,9841,-2251
2013-01-14,4570,2532,2038,4031,6240,-2209,206,155,51,8807,8927,-120
2013-01-15,4075,3910,165,3994,6900,-2906,206,164,42,8275,10974,-2699
2013-01-16,3167,2389,778,2009,6792,-4783,146,189,-43,5322,9370,-4048
2013-01-17,2945,4184,-1239,2024,7002,-4978,146,199,-53,5115,11385,-6270
2013-01-18,3157,2719,438,2434,5575,-3141,149,190,-41,5740,8484,-2744
2013-01-21,3153,3333,-180,2430,6257,-3827,149,190,-41,5732,9780,-4048
2013-01-22,4076,2624,1452,2574,5781,-3207,146,190,-44,6796,8595,-1799
2013-01-23,3559,3448,111,2046,6992,-4946,146,158,-12,5751,10598,-4847
2013-01-24,4346,3248,1098,2123,6748,-4625,146,151,-5,6615,10147,-3532
2013-01-25,4461,3816,645,2396,7925,-5529,146,151,-5,7003,11892,-4889
2013-01-28,4650,2571,2079,2801,7513,-4712,146,158,-12,7597,10242,-2645
2013-01-29,6199,1923,4276,3625,8851,-5226,148,161,-13,9972,10935,-963
2013-01-30,5313,1870,3443,3172,9458,-6286,148,156,-8,8633,11484,-2851
2013-01-31,6785,1886,4899,3641,8705,-5064,148,152,-4,10574,10743,-169
2013-02-01,7034,2058,4976,3236,9667,-6431,148,155,-7,10418,11880,-1462
2013-02-04,8745,2443,6302,2928,9964,-7036,148,157,-9,11821,12564,-743
2013-02-05,7208,2575,4633,2873,10727,-7854,148,157,-9,10229,13459,-3230
2013-02-06,6721,2992,3729,2948,11529,-8581,148,147,1,9817,14668,-4851
2013-02-18,8067,3280,4787,3519,10580,-7061,148,159,-11,11734,14019,-2285
2013-02-19,8730,3076,5654,3362,10034,-6672,148,159,-11,12240,13269,-1029
2013-02-20,2970,2259,711,3702,2047,1655,190,159,31,6862,4465,2397
2013-02-21,3793,4376,-583,3645,3415,230,190,159,31,7628,7950,-322
2013-02-22,4329,4633,-304,4346,3790,556,190,154,36,8865,8577,288
2013-02-23,4609,4705,-96,4386,3440,946,190,137,53,9185,8282,903
2013-02-25,4462,5530,-1068,5210,4561,649,190,137,53,9862,10228,-366
2013-02-26,4509,5894,-1385,4793,4397,396,190,137,53,9492,10428,-936
2013-02-27,4090,5894,-1804,4816,4530,286,190,137,53,9096,10561,-1465
2013-03-01,4431,5580,-1149,5458,4144,1314,190,137,53,10079,9861,218
2013-03-04,4327,8581,-4254,5716,6245,-529,190,141,49,10233,14967,-4734
2013-03-05,4520,6525,-2005,6855,4695,2160,190,138,52,11565,11358,207
2013-03-06,4365,6946,-2581,6249,4849,1400,190,131,59,10804,11926,-1122
2013-03-07,4303,6773,-2470,6024,4677,1347,190,134,56,10517,11584,-1067
2013-03-08,5411,4889,522,6071,3042,3029,190,131,59,11672,8062,3610
2013-03-11,5600,4628,972,6394,2746,3648,190,131,59,12184,7505,4679
2013-03-12,5887,6402,-515,4944,3346,1598,190,131,59,11021,9879,1142
2013-03-13,5721,5422,299,6607,4046,2561,190,131,59,12518,9599,2919
2013-03-14,5690,8011,-2321,6825,5768,1057,190,131,59,12705,13910,-1205
2013-03-15,5286,11043,-5757,6639,5958,681,189,131,58,12114,17132,-5018
2013-03-18,5459,12263,-6804,6375,6795,-420,190,131,59,12024,19189,-7165
2013-03-19,6430,11872,-5442,6149,5487,662,186,131,55,12765,17490,-4725
2013-03-20,1921,7362,-5441,4756,2386,2370,187,131,56,6864,9879,-3015
2013-03-21,2408,7235,-4827,4953,2393,2560,187,131,56,7548,9759,-2211
2013-03-22,2370,7523,-5153,5283,2040,3243,227,131,96,7880,9694,-1814
2013-03-25,3028,7559,-4531,5602,1169,4433,227,126,101,8857,8854,3
2013-03-26,2729,7795,-5066,5434,1162,4272,227,126,101,8390,9083,-693
2013-03-27,2783,7465,-4682,6020,1420,4600,227,126,101,9030,9011,19
2013-03-28,2856,8325,-5469,6279,1276,5003,229,130,99,9364,9731,-367
2013-03-29,3447,7004,-3557,8500,1434,7066,227,130,97,12174,8568,3606
2013-04-01,3271,7361,-4090,8178,2312,5866,227,130,97,11676,9803,1873
2013-04-02,3179,8399,-5220,8148,2540,5608,227,130,97,11554,11069,485
2013-04-03,3257,9043,-5786,8420,2061,6359,229,130,99,11906,11234,672
2013-04-08,3736,15214,-11478,6245,2995,3250,229,130,99,10210,18339,-8129
2013-04-09,3919,15127,-11208,6314,2885,3429,228,130,98,10461,18142,-7681
2013-04-10,4041,14848,-10807,6324,2411,3913,227,130,97,10592,17389,-6797
2013-04-11,4315,11719,-7404,7600,1490,6110,227,130,97,12142,13339,-1197
2013-04-12,4328,12965,-8637,7538,1739,5799,230,130,100,12096,14834,-2738
2013-04-15,4629,14110,-9481,7661,1480,6181,233,110,123,12523,15700,-3177
2013-04-16,5049,14238,-9189,7938,1738,6200,329,120,209,13316,16096,-2780
2013-04-17,3790,3822,-32,3606,2113,1493,128,10,118,7524,5945,1579
2013-04-18,5109,4670,439,4729,2187,2542,128,10,118,9966,6867,3099
2013-04-19,8827,4443,4384,7563,1796,5767,130,10,120,16520,6249,10271
2013-04-22,8145,4942,3203,6158,1939,4219,131,10,121,14434,6891,7543
2013-04-23,7534,5855,1679,5654,2071,3583,128,33,95,13316,7959,5357
2013-04-24,8171,5134,3037,5301,2011,3290,131,43,88,13603,7188,6415
2013-04-25,9145,4729,4416,5777,1869,3908,131,43,88,15053,6641,8412
2013-04-26,9066,5211,3855,6362,2009,4353,129,78,51,15557,7298,8259
2013-04-29,9201,4546,4655,6992,2188,4804,129,85,44,16322,6819,9503
2013-04-30,9547,4409,5138,7025,3201,3824,129,95,34,16701,7705,8996
2013-05-02,9959,4026,5933,8501,2544,5957,129,108,21,18589,6678,11911
2013-05-03,9857,4235,5622,8136,2544,5592,129,108,21,18122,6887,11235
2013-05-06,9778,4375,5403,8292,3293,4999,129,108,21,18199,7776,10423
2013-05-07,10577,4060,6517,9424,3965,5459,129,108,21,20130,8133,11997
2013-05-08,11084,6101,4983,9252,3857,5395,129,108,21,20465,10066,10399
2013-05-09,11243,6543,4700,8753,4161,4592,129,108,21,20125,10812,9313
2013-05-10,11294,6504,4790,8620,4038,4582,128,108,20,20042,10650,9392
2013-05-13,11336,7081,4255,8450,4578,3872,128,108,20,19914,11767,8147
2013-05-14,11024,6102,4922,8235,3888,4347,128,108,20,19387,10098,9289
2013-05-15,5131,929,4202,5440,1757,3683,28,90,-62,10599,2776,7823
2013-05-16,6419,1419,5000,5909,3623,2286,28,90,-62,12356,5132,7224
2013-05-17,5714,1437,4277,5727,3960,1767,28,90,-62,11469,5487,5982
2013-05-20,5188,1434,3754,5566,4069,1497,28,90,-62,10782,5593,5189
