date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi,buy_top5_oi_call,buy_top5_percent_call,buy_top10_oi_call,buy_top10_percent_call,sell_top5_oi_call,sell_top5_percent_call,sell_top10_oi_call,sell_top10_percent_call,total_call,buy_top5_oi_put,buy_top5_percent_put,buy_top10_oi_put,buy_top10_percent_put,sell_top5_oi_put,sell_top5_percent_put,sell_top10_oi_put,sell_top10_percent_put,total_put,buy_top5_oi_future,buy_top5_percent_future,buy_top10_oi_future,buy_top10_percent_future,sell_top5_oi_future,sell_top5_percent_future,sell_top10_oi_future,sell_top10_percent_future,total_future,open,high,low,close,volume
2016-08-18,5185,6676,-1491,80197,9717,70480,2915,49270,-46355,88297,65663,22634,11572,6070,5502,1003,818,185,751,26,725,13326,6914,6412,82239,27.3,114850,38.1,52649,17.4,79830,26.5,301788,56412,16.1,91674,26.2,83908,23.9,124795,35.6,350486,45882,41.1,66697,59.7,60156,53.8,67140,60.1,111717,9010.0,9059.0,8980.0,9042.0,102776
2016-08-19,5820,7553,-1733,80474,14094,66380,3224,49954,-46730,89518,71601,17917,10057,8505,1552,299,1708,-1409,750,26,724,11106,10239,867,87027,23.1,126704,33.6,67983,18.0,105607,28.0,376799,66819,16.5,105250,26.0,90777,22.5,138709,34.3,404192,45804,38.7,67553,57.1,60906,51.5,69561,58.8,118361,9050.0,9109.0,8942.0,8946.0,180514
2016-08-22,5139,7919,-2780,85771,13332,72439,2757,51191,-48434,93667,72442,21225,11303,8578,2725,424,1444,-1020,750,26,724,12477,10048,2429,88918,20.2,143270,32.6,79751,18.1,126245,28.7,439610,69706,16.0,110665,25.4,97696,22.4,149953,34.4,436507,47941,39.1,71744,58.5,61305,50.0,70341,57.4,122589,8941.0,8949.0,8853.0,8892.0,140625
2016-08-23,5393,10245,-4852,90184,10280,79904,2930,50162,-47232,98507,70687,27820,15339,7999,7340,1278,1029,249,750,26,724,17367,9054,8313,101468,22.8,161723,36.3,82127,18.4,126412,28.4,445737,90081,18.5,134854,27.6,86592,17.7,143278,29.4,487983,48091,38.0,72875,57.5,60454,47.7,69721,55.0,126672,8921.0,8988.0,8912.0,8984.0,110642
2016-08-24,4799,9302,-4503,86943,10597,76346,3103,49991,-46888,94845,69890,24955,11959,6626,5333,732,1081,-349,750,26,724,13441,7733,5708,75060,24.8,109286,36.1,43865,14.5,71654,23.7,302696,54673,15.1,91818,25.4,80152,22.2,123177,34.1,360879,47979,39.0,72988,59.3,60447,49.1,68882,56.0,123050,9002.0,9023.0,8948.0,8956.0,100206
2016-08-25,5646,12462,-6816,96632,9954,86678,3250,49315,-46065,105528,71731,33797,19463,7632,11831,1843,1054,789,750,26,724,22056,8712,13344,103881,30.6,139957,41.2,47662,14.0,79251,23.3,339406,68047,15.1,112354,24.9,94191,20.9,141284,31.3,451106,51617,38.5,76672,57.1,61136,45.6,70853,52.8,134214,8942.0,9073.0,8939.0,9072.0,131838
2016-08-26,5427,11085,-5658,90626,9743,80883,3262,48985,-45723,99315,69813,29502,18498,8205,10293,956,1083,-127,742,26,716,20196,9314,10882,104873,27.7,150618,39.8,59434,15.7,96821,25.6,378055,87929,17.5,136864,27.2,94382,18.8,153427,30.5,502380,50414,38.9,74423,57.4,61282,47.3,71101,54.9,129568,9055.0,9090.0,9036.0,9080.0,86770
2016-08-29,6421,8663,-2242,87948,11887,76061,2925,49558,-46633,97294,70108,27186,17373,8817,8556,993,1222,-229,832,26,806,19198,10065,9133,118535,27.4,168385,38.9,81178,18.8,122712,28.4,432369,94616,17.9,141839,26.9,104980,19.9,173849,32.9,527975,48770,38.8,73051,58.1,60823,48.4,70088,55.7,125755,9045.0,9075.0,8948.0,9042.0,148143
2016-08-30,5883,9155,-3272,86447,11200,75247,2989,49542,-46553,95319,69897,25422,16310,9326,6984,1095,1295,-200,832,26,806,18237,10647,7590,120531,26.3,173867,38.0,92080,20.1,135710,29.7,457546,104579,18.8,155307,27.9,102274,18.4,174228,31.3,557156,47687,38.0,71911,57.2,60848,48.4,70288,55.9,125654,9075.0,9085.0,9021.0,9036.0,106337
2016-08-31,5293,9755,-4462,87935,10489,77446,3044,50331,-47287,96272,70575,25697,13067,7553,5514,853,1470,-617,785,26,759,14705,9049,5656,87332,24.8,127693,36.3,56434,16.1,88573,25.2,351502,62023,14.8,103023,24.6,90091,21.5,142094,33.9,418741,49553,39.8,73717,59.3,61753,49.6,71092,57.2,124377,9018.0,9060.0,8959.0,8976.0,144241
2016-09-01,5846,9090,-3244,88811,13016,75795,2728,51009,-48281,97385,73115,24270,12498,7602,4896,908,1627,-719,791,26,765,14197,9255,4942,98144,23.4,141949,33.9,64677,15.4,105658,25.2,419152,69528,14.4,117963,24.4,119905,24.8,175843,36.4,482530,50575,39.9,75162,59.4,61840,48.8,71415,56.4,126628,8971.0,8980.0,8883.0,8941.0,151424
2016-09-02,6958,10186,-3228,91034,13146,77888,2630,51094,-48464,100622,74426,26196,13468,7808,5660,1075,1533,-458,791,26,765,15334,9367,5967,104335,23.7,154686,35.1,69530,15.8,114390,26.0,440746,90598,17.4,141631,27.3,128372,24.7,184809,35.6,519317,51383,39.9,77172,60.0,62369,48.5,72602,56.4,128631,8948.0,8973.0,8904.0,8931.0,110392
2016-09-05,7102,13645,-6543,98810,11234,87576,2963,50064,-47101,108875,74943,33932,18701,8130,10571,2281,1506,775,793,26,767,21775,9662,12113,113558,26.2,157417,36.3,60318,13.9,103888,24.0,433535,109700,18.3,168534,28.2,125817,21.0,196555,32.9,598102,55099,40.4,82038,60.2,63266,46.4,74900,55.0,136286,9000.0,9067.0,8997.0,9062.0,105105
2016-09-06,7445,14392,-6947,102097,12470,89627,3006,49643,-46637,112548,76505,36043,20710,9167,11543,2943,1525,1418,793,26,767,24446,10718,13728,114976,26.5,154993,35.7,66225,15.3,107936,24.9,433652,123371,18.6,186061,28.1,145328,22.0,221958,33.5,661703,55518,39.1,82761,58.2,63537,44.7,75721,53.3,142125,9073.0,9160.0,9062.0,9150.0,103692
2016-09-07,6916,15664,-8748,107576,14366,93210,2997,48562,-45565,117489,78592,38897,22452,9518,12934,3304,1536,1768,793,32,761,26549,11086,15463,96207,27.6,131298,37.7,52512,15.1,81165,23.3,348196,78662,15.1,130904,25.1,116504,22.4,171698,33.0,521005,54412,36.9,81992,55.7,63449,43.1,75759,51.4,147295,9156.0,9262.0,9150.0,9253.0,121479
2016-09-08,6458,13656,-7198,101034,15325,85709,2946,48801,-45855,110438,77782,32656,20474,9719,10755,2594,1532,1062,793,32,761,23861,11283,12578,102839,26.5,139361,36.0,58463,15.1,91677,23.7,387632,87986,15.2,144598,25.0,130050,22.5,191689,33.2,577770,52669,36.9,79322,55.5,62994,44.1,75317,52.7,142903,9251.0,9253.0,9215.0,9239.0,74430
2016-09-09,6824,10430,-3606,91505,16515,74990,2634,50270,-47636,100963,77215,23748,14353,9642,4711,1587,1511,76,786,32,754,16726,11185,5541,106753,23.0,151473,32.7,76826,16.6,123342,26.6,463897,98208,16.4,155319,26.0,148199,24.8,208831,35.0,597030,50764,38.0,74637,55.8,62960,47.1,73502,55.0,133739,9182.0,9184.0,9113.0,9127.0,128752
2016-09-10,6927,9309,-2382,92199,16092,76107,2394,51721,-49327,101520,77122,24398,13652,10397,3255,1564,1533,31,786,32,754,16002,11962,4040,109310,20.9,157438,30.0,97276,18.6,157786,30.1,524041,106343,17.8,161606,27.0,147935,24.7,214838,35.9,598813,50573,38.4,74936,56.9,64348,48.9,75315,57.2,131587,8930.0,9001.0,8923.0,8953.0,75595
2016-09-12,7188,8667,-1479,90195,16237,73958,2436,52441,-50005,99819,77345,22474,11433,10703,730,1219,2299,-1080,786,32,754,13438,13034,404,115388,20.0,164444,28.5,110519,19.2,183344,31.8,576371,104642,17.0,164720,26.8,150908,24.5,227990,37.1,615018,50139,38.5,75242,57.8,63576,48.9,75241,57.8,130140,8990.0,8994.0,8898.0,8899.0,137444
2016-09-13,8459,8464,-5,90173,18624,71549,2441,52566,-50125,101073,79654,21419,12190,10922,1268,1282,2047,-765,784,32,752,14256,13001,1255,121634,19.5,175244,28.1,127034,20.4,211414,33.9,623051,111486,17.4,173177,27.0,177054,27.6,264497,41.3,640717,50584,38.6,75993,58.0,65119,49.7,77347,59.0,130998,8974.0,8979.0,8816.0,8906.0,173830
2016-09-14,10342,10558,-216,88976,16806,72170,2298,52761,-50463,101616,80125,21491,12463,11404,1059,1187,2396,-1209,783,32,751,14433,13832,601,93986,21.2,132576,29.8,75261,16.9,125060,28.1,444335,80735,15.2,129383,24.3,160770,30.2,231246,43.5,532099,51020,39.1,78041,59.8,65249,50.0,77093,59.0,130577,8866.0,8942.0,8854.0,8874.0,129885
2016-09-19,10423,11571,-1148,99499,17831,81668,2710,49796,-47086,112632,79198,33434,19325,11167,8158,2108,1910,198,783,32,751,22216,13109,9107,99264,22.3,140649,31.6,65877,14.8,113727,25.6,444686,106220,16.3,165120,25.4,166737,25.6,243175,37.4,650510,55015,39.5,81637,58.6,63762,45.8,75665,54.3,139313,8949.0,9158.0,8947.0,9151.0,162262
2016-09-20,9802,10151,-349,103955,26634,77321,2693,50443,-47750,116450,87228,29222,16309,8493,7816,1953,2157,-204,784,33,751,19046,10683,8363,105718,22.5,146302,31.1,78243,16.6,131711,28.0,470821,126827,18.0,192040,27.3,175188,24.9,260423,37.0,704241,57223,39.9,84399,58.8,64846,45.2,77276,53.8,143544,9142.0,9164.0,9113.0,9141.0,107397
2016-09-21,5430,9631,-4201,85211,10514,74697,2848,49556,-46708,93489,69701,23788,10569,2369,8200,1155,1460,-305,556,29,527,12280,3858,8422,66399,31.1,91381,42.8,31536,14.8,50787,23.8,213595,47639,18.1,73894,28.1,53781,20.5,82137,31.2,262957,49699,44.3,72613,64.7,57764,51.5,66141,58.9,112267,9129.0,9224.0,9115.0,9221.0,76502
2016-09-22,6569,9856,-3287,85484,10904,74580,2903,50505,-47602,94956,71265,23691,11381,3851,7530,1376,1479,-103,760,29,731,13517,5359,8158,79406,28.7,108449,39.2,39039,14.1,64491,23.3,276326,62401,18.3,95137,27.9,68311,20.1,103960,30.5,340676,50313,42.7,73320,62.2,58575,49.7,66773,56.7,117823,9221.0,9262.0,9154.0,9188.0,123322
2016-09-23,7080,11145,-4065,89500,9569,79931,2980,50408,-47428,99560,71122,28438,12367,2957,9410,1816,1476,340,760,269,491,14943,4702,10241,82153,27.7,111274,37.5,43386,14.6,69916,23.6,296337,72439,18.2,113366,28.5,72922,18.3,111525,28.0,398297,52003,42.7,75601,62.1,58543,48.1,66904,54.9,121794,9234.0,9248.0,9189.0,9236.0,95279
2016-09-26,6029,11823,-5794,88681,10622,78059,2948,51423,-48475,97658,73868,23790,12000,4646,7354,1168,1479,-311,760,269,491,13928,6394,7534,90074,25.9,126484,36.4,59331,17.1,92077,26.5,347154,87788,20.2,126810,29.2,83531,19.3,130728,30.1,433870,52967,43.8,76822,63.5,59501,49.2,68128,56.3,121012,9222.0,9226.0,9148.0,9154.0,95532
2016-09-29,5240,14003,-8763,94589,9110,85479,3240,50623,-47383,103069,73736,29333,12977,5846,7131,2024,1531,493,760,269,491,15761,7646,8115,80879,31.8,110420,43.4,33711,13.3,55378,21.8,254206,69545,19.3,98735,27.5,77151,21.5,113941,31.7,359569,54824,43.5,78742,62.4,58808,46.6,69348,55.0,126140,9226.0,9297.0,9206.0,9253.0,134752
2016-09-30,5850,14320,-8470,90805,10299,80506,2954,51687,-48733,99609,76306,23303,13005,8725,4280,1002,1713,-711,760,269,491,14767,10707,4060,94885,28.7,132558,40.1,41788,12.6,72000,21.8,330821,108505,23.1,147482,31.4,130308,27.8,182463,38.9,469028,56364,45.6,79682,64.5,60654,49.1,70975,57.4,123590,9183.0,9206.0,9127.0,9128.0,131337
2016-10-03,6253,13857,-7604,92641,10462,82179,3094,51644,-48550,101988,75963,26025,13546,8793,4753,1143,1500,-357,760,269,491,15449,10562,4887,100004,27.9,139810,39.0,46491,13.0,80021,22.3,358662,129010,23.6,175148,32.1,159039,29.1,222803,40.8,545982,58147,46.5,81912,65.5,60755,48.6,70797,56.6,125060,9205.0,9230.0,9161.0,9194.0,100555
2016-10-04,7267,13858,-6591,96802,10305,86497,3769,51391,-47622,107838,75554,32284,15144,7399,7745,2030,1539,491,760,269,491,17934,9207,8727,110810,29.7,151366,40.6,56912,15.3,90970,24.4,372576,133665,22.1,187770,31.0,158428,26.2,241475,39.9,605815,59008,44.7,84261,63.8,60779,46.0,70936,53.7,132125,9202.0,9259.0,9187.0,9247.0,95262
2016-10-05,5303,12595,-7292,98243,11121,87122,3663,51399,-47736,107209,75115,32094,15643,8548,7095,2125,1629,496,760,269,491,18528,10446,8082,89221,30.7,121395,41.8,37507,12.9,64538,22.2,290706,76857,19.0,110520,27.3,87118,21.5,125628,31.1,404593,58256,44.0,83291,63.0,59558,45.0,70072,53.0,132305,9210.0,9266.0,9201.0,9240.0,81576
2016-10-06,5844,12449,-6605,98338,11021,87317,3733,51088,-47355,107915,74558,33357,16286,8972,7314,2343,1640,703,760,269,491,19389,10881,8508,98462,28.4,131973,38.1,44219,12.8,75579,21.8,346361,81033,16.9,125660,26.2,107260,22.3,163525,34.1,480012,59408,45.0,86268,65.4,59489,45.1,70066,53.1,131969,9281.0,9283.0,9207.0,9256.0,100967
2016-10-07,6669,14074,-7405,100800,12649,88151,3593,51007,-47414,111062,77730,33332,16171,9274,6897,2197,1676,521,756,269,487,19124,11219,7905,103579,27.8,139112,37.3,53253,14.3,87843,23.6,372926,99864,18.5,152359,28.3,112120,20.8,177959,33.0,538893,59915,44.4,88956,65.9,60033,44.5,71636,53.0,135057,9250.0,9269.0,9236.0,9253.0,66389
2016-10-11,7155,13661,-6506,103884,21202,82682,3248,51833,-48585,114287,86696,27591,17557,14560,2997,1658,1887,-229,745,269,476,19960,16716,3244,106001,24.8,150840,35.3,75214,17.6,116721,27.3,427234,112921,19.2,171274,29.1,137343,23.3,207902,35.3,589461,58371,41.1,88202,62.1,61610,43.4,75149,52.9,142080,9300.0,9343.0,9143.0,9191.0,178389
2016-10-12,6182,11917,-5735,110838,19136,91702,2977,50929,-47952,119997,81982,38015,20837,10493,10344,2720,1879,841,745,269,476,24302,12641,11661,91590,28.2,126913,39.0,41987,12.9,72032,22.2,325192,75184,15.9,118645,25.1,107483,22.8,157620,33.4,472360,60328,41.3,90837,62.1,60140,41.1,72037,49.3,146220,9180.0,9274.0,9164.0,9260.0,113440
2016-10-13,10513,11942,-1429,105110,24413,80697,3119,51137,-48018,118742,87492,31250,20086,14117,5969,2046,2015,31,157,266,-109,22289,16398,5891,110256,27.0,150514,36.9,62078,15.2,100357,24.6,408449,77532,14.4,130938,24.3,131495,24.4,194611,36.1,539814,60995,41.8,88954,61.0,61979,42.5,75691,51.9,145895,9268.0,9282.0,9179.0,9203.0,138511
2016-10-14,10771,12739,-1968,103073,23658,79415,2988,51909,-48921,116832,88306,28526,20816,16863,3953,1720,1988,-268,157,266,-109,22693,19117,3576,115204,26.4,153321,35.2,69569,16.0,108782,25.0,435933,88455,15.8,143593,25.6,135836,24.2,205531,36.7,560341,58761,40.5,86551,59.7,62716,43.3,76064,52.5,144925,9207.0,9224.0,9147.0,9169.0,130516
2016-10-17,12665,11739,926,109666,32807,76859,2967,51968,-49001,125298,96514,28784,21389,14858,6531,2007,1989,18,157,266,-109,23553,17113,6440,139854,27.9,193972,38.8,99748,19.9,142144,28.4,500474,104272,17.5,158600,26.5,151472,25.4,228837,38.3,597386,65214,42.4,95897,62.4,69651,45.3,82489,53.7,153703,9178.0,9193.0,9060.0,9166.0,202913
2016-10-18,12180,13741,-1561,110510,28721,81789,3055,50295,-47240,125745,92757,32988,24215,13201,11014,2221,1997,224,157,266,-109,26593,15464,11129,144233,29.0,195219,39.2,104759,21.0,144238,29.0,498124,123241,19.2,182290,28.5,153027,23.9,237613,37.1,640461,63478,41.1,95452,61.9,65940,42.7,79323,51.4,154321,9183.0,9218.0,9154.0,9212.0,133283
2016-10-19,3816,12016,-8200,95396,11427,83969,3232,49151,-45919,102444,72594,29850,17104,3895,13209,1507,1740,-233,427,0,427,19038,5635,13403,80781,37.8,107482,50.3,31868,14.9,52566,24.6,213589,57013,22.6,82869,32.9,56829,22.5,84006,33.3,252165,59054,48.3,80260,65.6,58239,47.6,67030,54.8,122274,9223.0,9300.0,9219.0,9280.0,87933
2016-10-20,4277,12278,-8001,97625,12322,85303,3243,48838,-45595,105145,73438,31707,17871,3766,14105,1716,1756,-40,427,0,427,20014,5522,14492,96361,33.9,131927,46.4,37504,13.2,60422,21.3,284269,71808,19.1,110020,29.3,88394,23.5,129786,34.6,375639,62283,48.6,82523,64.4,57530,44.9,66519,51.9,128136,9269.0,9295.0,9235.0,9278.0,101510
2016-10-21,4371,13142,-8771,99541,12816,86725,3260,48778,-45518,107172,74736,32436,17666,4407,13259,1663,1768,-105,652,0,652,19981,6175,13806,99366,31.6,138507,44.0,36406,11.6,60418,19.2,314878,89460,20.1,133701,30.1,111588,25.1,162682,36.6,444907,62930,48.3,84652,65.0,57478,44.1,66700,51.2,130235,9259.0,9322.0,9241.0,9264.0,118712
2016-10-24,4914,12834,-7920,102465,12146,90319,3319,48584,-45265,110698,73564,37134,18557,4801,13756,1972,1748,224,652,0,652,21181,6549,14632,104124,30.9,145210,43.1,42091,12.5,67020,19.9,337091,95101,19.5,144396,29.6,114226,23.4,172043,35.2,488097,65723,49.4,88661,66.6,56965,42.8,66617,50.1,133049,9294.0,9325.0,9269.0,9309.0,97060
2016-10-25,6219,13856,-7637,105662,12554,93108,3160,47749,-44589,115041,74159,40882,18376,5523,12853,2906,1603,1303,652,0,652,21934,7126,14808,111266,31.5,153281,43.3,61060,17.3,87974,24.9,353753,117065,20.9,172412,30.7,129148,23.0,195661,34.9,561132,66807,47.5,90827,64.6,57165,40.7,66806,47.5,140505,9328.0,9394.0,9308.0,9374.0,112280
2016-10-26,3383,11769,-8386,100396,13468,86928,3110,48171,-45061,106889,73408,33481,15427,6468,8959,1472,1540,-68,652,0,652,17551,8008,9543,88186,32.4,123474,45.3,35619,13.1,59295,21.8,272396,57679,16.1,91381,25.5,77778,21.7,113891,31.7,358784,65587,49.5,86231,65.0,56309,42.5,64849,48.9,132598,9340.0,9363.0,9323.0,9336.0,89110
2016-10-27,3531,10888,-7357,96916,14176,82740,2693,48511,-45818,103140,73575,29565,14359,7407,6952,1143,1530,-387,292,0,292,15794,8937,6857,93360,28.0,130447,39.1,40689,12.2,66243,19.8,333727,57497,13.7,99265,23.7,103710,24.8,151108,36.1,418922,64564,50.0,84797,65.7,56123,43.5,64824,50.2,129153,9324.0,9348.0,9260.0,9287.0,127682
2016-10-28,3373,10296,-6923,96548,13990,82558,2676,48506,-45830,102597,72792,29805,11766,7632,4134,949,1526,-577,292,0,292,13007,9158,3849,96240,27.1,133189,37.6,43049,12.1,70584,19.9,354668,69738,15.1,118248,25.7,106919,23.2,164629,35.7,460622,64266,50.2,84570,66.1,56019,43.8,64844,50.7,128008,9286.0,9313.0,9261.0,9280.0,95640
2016-10-31,3172,10744,-7572,95438,12781,82657,2677,47804,-45127,101287,71329,29958,12055,8153,3902,1603,1495,108,67,0,67,13725,9648,4077,99140,25.6,148098,38.2,52002,13.4,82766,21.4,387570,80398,15.7,130359,25.5,129426,25.3,193864,37.9,511809,63698,50.3,83680,66.1,56028,44.2,65373,51.6,126638,9263.0,9300.0,9174.0,9283.0,146504
2016-11-01,4290,10041,-5751,92871,13516,79355,2716,47606,-44890,99877,71163,28714,12872,8425,4447,1599,1505,94,67,0,67,14538,9930,4608,102898,23.7,158835,36.6,72078,16.6,107596,24.8,433915,96768,17.6,146531,26.7,121709,22.2,196412,35.8,548320,62130,49.5,83353,66.4,56151,44.7,64855,51.6,125611,9259.0,9292.0,9226.0,9280.0,101255
2016-11-02,4284,8341,-4057,87488,16505,70983,2589,48974,-46385,94361,73820,20541,11483,12500,-1017,1184,1741,-557,67,180,-113,12734,14421,-1687,112643,31.4,152939,42.6,46946,13.1,74892,20.9,358915,54791,13.6,90978,22.5,100268,24.8,147578,36.5,404043,58342,46.7,77718,62.2,55790,44.7,64513,51.6,124935,9199.0,9225.0,9144.0,9160.0,150857
2016-11-03,3468,7171,-3703,84565,19321,65244,2503,49676,-47173,90536,76168,14368,11658,15253,-3595,447,2382,-1935,67,360,-293,12172,17995,-5823,124162,29.9,164797,39.7,49230,11.9,85442,20.6,415071,57742,13.0,96234,21.7,108496,24.5,160538,36.3,442739,57932,46.4,75417,60.4,55934,44.8,65105,52.2,124797,9131.0,9160.0,9078.0,9088.0,134541
2016-11-04,3577,6337,-2760,84175,19424,64751,2468,49729,-47261,90220,75490,14730,11511,15516,-4005,518,2306,-1788,67,360,-293,12096,18182,-6086,126454,28.1,171313,38.1,57847,12.9,98272,21.8,450022,66684,13.9,110481,23.1,122026,25.5,181336,37.9,478763,57351,46.0,74313,59.6,56351,45.2,65759,52.8,124642,9058.0,9094.0,9047.0,9064.0,97483
2016-11-07,4106,6945,-2839,86617,18096,68521,2852,48389,-45537,93575,73430,20145,10208,9866,342,2336,2151,185,67,765,-698,12611,12782,-171,133737,27.7,188978,39.1,61064,12.7,108980,22.6,482710,86713,15.9,134722,24.7,138093,25.3,206685,37.8,546313,57480,47.0,75275,61.6,56363,46.1,65070,53.2,122283,9131.0,9200.0,9115.0,9196.0,105071
2016-11-08,5303,7063,-1760,87311,18605,68706,2911,47924,-45013,95525,73592,21933,10550,8607,1943,2779,1915,864,67,585,-518,13396,11107,2289,129312,24.9,190374,36.7,78616,15.1,128810,24.8,519138,113013,18.2,164690,26.5,149578,24.0,227882,36.6,621997,58736,48.6,76275,63.1,57328,47.4,65256,53.9,120966,9216.0,9230.0,9162.0,9225.0,115585
2016-11-09,6822,7967,-1145,86161,20697,65464,2396,51456,-49060,95379,80120,15259,10684,15889,-5205,1607,2110,-503,67,0,67,12358,17999,-5641,90663,22.2,129430,31.6,55912,13.7,95148,23.3,408996,62234,14.4,99783,23.1,116781,27.0,161010,37.2,432737,57656,46.0,75000,59.8,60185,48.0,70188,56.0,125359,9223.0,9307.0,8891.0,8929.0,385514
2016-11-10,7145,6187,958,86329,19489,66840,2539,48497,-45958,96013,74173,21840,11603,11176,427,2642,1757,885,247,0,247,14492,12933,1559,102605,22.6,145753,32.1,54998,12.1,96425,21.2,454137,69986,13.6,113462,22.0,133777,26.0,185182,36.0,514614,57417,47.7,74757,62.1,56703,47.1,65250,54.2,120361,9140.0,9192.0,9134.0,9177.0,134067
2016-11-11,7675,6790,885,84082,24231,59851,2509,49763,-47254,94266,80784,13482,8971,17673,-8702,1944,2266,-322,67,0,67,10982,19939,-8957,117472,21.8,160406,29.8,79873,14.8,132935,24.7,537939,75005,14.5,117778,22.8,143546,27.8,200262,38.8,516471,55562,44.6,73407,59.0,58465,47.0,69491,55.8,124450,9048.0,9057.0,8949.0,8967.0,179369
2016-11-14,8212,7123,1089,87259,25071,62188,2576,49328,-46752,98047,81522,16525,9122,18082,-8960,1916,2689,-773,67,0,67,11105,20771,-9666,142449,23.5,188924,31.2,93455,15.4,154395,25.5,605587,80692,14.7,126256,23.0,148840,27.1,211985,38.5,549912,56083,43.5,74980,58.1,57870,44.9,68247,52.9,129021,8957.0,8988.0,8877.0,8945.0,184246
2016-11-15,7004,8654,-1650,94453,27917,66536,2640,49045,-46405,104097,85616,18481,5054,12613,-7559,1521,2353,-832,71,28,43,6646,14994,-8348,149102,23.5,200712,31.6,113433,17.9,171969,27.1,634998,101749,17.1,150248,25.3,149948,25.3,213501,36.0,593531,58997,44.4,81050,61.0,58634,44.1,69957,52.7,132859,8900.0,8975.0,8896.0,8938.0,142410
2016-11-16,6304,5317,987,76657,14165,62492,2641,48048,-45407,85602,67530,18072,2897,5832,-2935,560,1315,-755,355,0,355,3812,7147,-3335,65528,28.7,92628,40.6,37713,16.5,60018,26.3,228397,56154,21.2,78269,29.5,77509,29.2,112462,42.4,265429,49801,47.5,70088,66.8,53536,51.1,61390,58.6,104845,8990.0,9034.0,8979.0,8983.0,83943
2016-11-17,6331,5392,939,78125,15094,63031,2653,48178,-45525,87109,68664,18445,3282,5222,-1940,1010,1397,-387,760,0,760,5052,6619,-1567,76602,27.2,107716,38.3,41456,14.7,64433,22.9,281316,67044,19.5,96136,28.0,102098,29.7,144119,41.9,343786,50053,45.9,71261,65.4,53713,49.3,61664,56.6,109015,8942.0,8965.0,8906.0,8962.0,126400
2016-11-18,6067,5840,227,82391,16511,65880,2772,47397,-44625,91230,69748,21482,3445,4066,-621,1511,1341,170,760,0,760,5716,5407,309,79967,25.7,111173,35.8,45945,14.8,71769,23.1,310591,73897,18.6,107156,27.0,110823,27.9,158620,39.9,397276,53578,47.4,75228,66.6,53730,47.6,61797,54.7,112975,8979.0,9006.0,8926.0,8987.0,131675
2016-11-21,6595,5126,1469,81778,15576,66202,2852,46759,-43907,91225,67461,23764,3771,3318,453,2082,1237,845,760,0,760,6613,4555,2058,80720,24.2,114506,34.3,50340,15.1,78690,23.5,334201,80867,18.4,118427,27.0,115874,26.4,168212,38.3,439038,53287,46.9,74396,65.5,52847,46.5,60273,53.1,113614,8980.0,9026.0,8971.0,9017.0,85149
2016-11-22,5559,8013,-2454,89337,14314,75023,3126,45189,-42063,98022,67516,30506,8021,1498,6523,3141,1172,1969,760,0,760,11922,2670,9252,92525,26.5,134566,38.6,48167,13.8,79016,22.7,348502,95410,18.6,134189,26.1,109878,21.4,166755,32.4,513942,54686,45.3,76642,63.4,52100,43.1,59274,49.1,120819,9050.0,9164.0,9041.0,9140.0,132590
2016-11-23,5059,8404,-3345,89828,13116,76712,3237,44768,-41531,98124,66288,31836,8690,1408,7282,3246,1252,1994,760,0,760,12696,2660,10036,89567,30.6,130609,44.6,41836,14.3,65799,22.5,292737,72036,19.1,102813,27.2,95649,25.3,135839,36.0,377769,57083,47.0,77274,63.6,51457,42.3,58595,48.2,121552,9150.0,9192.0,9142.0,9175.0,97048
2016-11-24,4906,8618,-3712,88326,14636,73690,3338,44993,-41655,96570,68247,28323,7074,1367,5707,2419,1119,1300,760,0,760,10253,2486,7767,93705,28.2,135035,40.7,45623,13.7,71331,21.5,331835,78563,18.3,114812,26.7,103441,24.1,153778,35.8,429837,57437,48.0,78181,65.4,52234,43.7,59753,50.0,119562,9156.0,9165.0,9117.0,9142.0,100734
2016-11-25,4752,9812,-5060,90559,14469,76090,3358,44983,-41625,98669,69264,29405,6629,1129,5500,2760,1128,1632,760,0,760,10149,2257,7892,99146,28.5,141923,40.8,42892,12.3,70249,20.2,347548,89442,19.0,129573,27.5,111260,23.6,172025,36.5,471197,58159,47.8,80039,65.8,52599,43.3,61259,50.4,121571,9142.0,9192.0,9133.0,9162.0,98602
2016-11-28,4647,11236,-6589,97027,15828,81199,3334,44293,-40959,105008,71357,33651,8361,1045,7316,4069,1135,2934,355,0,355,12785,2180,10605,109850,29.6,157114,42.4,45225,12.2,74500,20.1,370658,110427,21.0,153605,29.1,123460,23.4,183151,34.7,527090,60736,47.3,83506,65.0,53318,41.5,62515,48.7,128497,9157.0,9248.0,9150.0,9223.0,116679
