date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi,open,high,low,close,volume
2020-08-11,19742,11056,8686,58185,30232,27953,4788,39432,-34644,82715,80720,1995,21018,13561,7457,1768,7712,-5944,147,0,147,22933,21273,1660,12825.0,12874.0,12727.0,12737.0,106920
2020-08-12,17448,8193,9255,55669,27137,28532,4713,39830,-35117,77830,75160,2670,23571,14266,9305,2261,5552,-3291,151,0,151,25983,19818,6165,12700.0,12701.0,12565.0,12655.0,131890
2020-08-13,17072,8615,8457,55616,27045,28571,4570,38849,-34279,77258,74509,2749,24604,11785,12819,3237,6648,-3411,151,0,151,27992,18433,9559,12816.0,12836.0,12702.0,12723.0,113664
2020-08-14,18464,7975,10489,55260,26516,28744,4552,37816,-33264,78276,72307,5969,22730,11708,11022,5664,5857,-193,151,0,151,28545,17565,10980,12696.0,12790.0,12646.0,12788.0,105105
2020-08-17,20557,10857,9700,56664,26396,30268,4572,37001,-32429,81793,74254,7539,23427,12938,10489,7553,5250,2303,151,0,151,31131,18188,12943,12776.0,12959.0,12771.0,12955.0,126563
2020-08-18,19083,8505,10578,53796,26875,26921,4593,37276,-32683,77472,72656,4816,26010,13450,12560,3992,7665,-3673,151,0,151,30153,21115,9038,12983.0,12998.0,12836.0,12875.0,134346
2020-08-19,17740,6628,11112,46718,23469,23249,4701,37735,-33034,69159,67832,1327,13665,9121,4544,229,7863,-7634,151,0,151,14045,16984,-2939,12905.0,12955.0,12780.0,12806.0,70664
2020-08-20,20631,7103,13528,48970,28266,20704,4718,41446,-36728,74319,76815,-2496,15747,11343,4404,303,10849,-10546,151,0,151,16201,22192,-5991,12695.0,12709.0,12067.0,12305.0,237845
2020-08-21,19486,7377,12109,50820,22648,28172,4785,40099,-35314,75091,70124,4967,16148,12734,3414,3772,4348,-576,147,0,147,20067,17082,2985,12466.0,12598.0,12423.0,12543.0,134925
2020-08-24,19342,7921,11421,50924,21210,29714,4662,39900,-35238,74928,69031,5897,16459,14408,2051,4996,4462,534,125,0,125,21580,18870,2710,12568.0,12653.0,12503.0,12604.0,103793
2020-08-25,19223,8875,10348,53266,23296,29970,4743,39236,-34493,77232,71407,5825,16779,14891,1888,4308,4548,-240,125,0,125,21212,19439,1773,12657.0,12795.0,12643.0,12737.0,111954
2020-08-26,17581,7691,9890,53670,22192,31478,4690,39008,-34318,75941,68891,7050,17807,13951,3856,5254,2533,2721,125,0,125,23186,16484,6702,12730.0,12799.0,12681.0,12792.0,86909
2020-08-27,17688,7764,9924,53983,22305,31678,4680,38693,-34013,76351,68762,7589,18545,14531,4014,4517,2803,1714,125,0,125,23187,17334,5853,12838.0,12925.0,12735.0,12760.0,126988
2020-08-28,18978,7315,11663,52326,24467,27859,4662,40064,-35402,75966,71846,4120,18547,14236,4311,2841,1917,924,109,0,109,21497,16153,5344,12740.0,12782.0,12634.0,12691.0,138555
2020-08-31,19116,8166,10950,53223,27915,25308,4946,40431,-35485,77285,76512,773,18968,14177,4791,2048,4338,-2290,105,0,105,21121,18515,2606,12800.0,12826.0,12563.0,12591.0,142474
2020-09-01,17991,6845,11146,54399,28326,26073,4907,40039,-35132,77297,75210,2087,18751,14334,4417,3024,4020,-996,105,0,105,21880,18354,3526,12566.0,12698.0,12531.0,12691.0,114612
2020-09-02,17553,6377,11176,53237,26094,27143,4770,40035,-35265,75560,72506,3054,18547,12729,5818,2279,4088,-1809,105,0,105,20931,16817,4114,12765.0,12776.0,12595.0,12691.0,127417
2020-09-03,16881,6695,10186,56125,27564,28561,4727,39694,-34967,77733,73953,3780,19384,14279,5105,4056,4684,-628,105,0,105,23545,18963,4582,12792.0,12858.0,12705.0,12732.0,130555
2020-09-04,17294,7676,9618,56513,27336,29177,4684,39773,-35089,78491,74785,3706,20360,14154,6206,2603,6536,-3933,105,0,105,23068,20690,2378,12558.0,12651.0,12510.0,12606.0,130795
2020-09-07,16918,8150,8768,55528,25370,30158,4650,40056,-35406,77096,73576,3520,21436,16736,4700,4548,7846,-3298,96,0,96,26080,24582,1498,12608.0,12733.0,12560.0,12582.0,137459
2020-09-08,17435,8445,8990,59296,27070,32226,4624,40069,-35445,81355,75584,5771,18767,16417,2350,7402,7487,-85,96,0,96,26265,23904,2361,12657.0,12695.0,12610.0,12667.0,110554
2020-09-09,18953,8578,10375,61562,32639,28923,4589,41815,-37226,85104,83032,2072,18194,16697,1497,3985,5447,-1462,88,0,88,22267,22144,123,12545.0,12606.0,12434.0,12598.0,153591
2020-09-10,19553,9857,9696,63562,31331,32231,4604,41856,-37252,87719,83044,4675,19618,17119,2499,7015,3674,3341,88,0,88,26721,20793,5928,12669.0,12706.0,12622.0,12699.0,111296
2020-09-11,20385,9026,11359,63950,34609,29341,4607,41883,-37276,88942,85518,3424,20636,17951,2685,4501,5747,-1246,88,0,88,25225,23698,1527,12658.0,12689.0,12606.0,12661.0,114638
2020-09-14,23873,11992,11881,65536,35931,29605,4850,41300,-36450,94259,89223,5036,23935,20267,3668,7823,5506,2317,88,0,88,31846,25773,6073,12694.0,12797.0,12678.0,12785.0,127791
2020-09-15,20398,8248,12150,69725,40498,29227,5326,41170,-35844,95449,89916,5533,24689,17602,7087,7373,4590,2783,88,0,88,32150,22192,9958,12768.0,12855.0,12756.0,12840.0,108510
2020-09-16,18440,6788,11652,57473,24945,32528,6868,41568,-34700,82781,73301,9480,19010,8898,10112,4686,85,4601,91,0,91,23787,8983,14804,12945.0,13018.0,12900.0,12968.0,67977
2020-09-17,20082,6075,14007,54254,30032,24222,7785,42358,-34573,82121,78465,3656,20477,10173,10304,771,9416,-8645,91,0,91,21339,19589,1750,12855.0,12908.0,12772.0,12816.0,119751
2020-09-18,20166,6198,13968,54746,31883,22863,7728,42305,-34577,82640,80386,2254,22032,11570,10462,917,11152,-10235,91,0,91,23040,22722,318,12839.0,12866.0,12773.0,12835.0,95760
2020-09-21,21253,6456,14797,53411,40253,13158,7881,43894,-36013,82545,90603,-8058,23215,11615,11600,1094,9406,-8312,91,0,91,24400,21021,3379,12820.0,12877.0,12655.0,12659.0,140049
2020-09-22,21860,6258,15602,53518,41497,12021,8101,45777,-37676,83479,93532,-10053,23072,11949,11123,2486,12548,-10062,91,0,91,25649,24497,1152,12627.0,12655.0,12481.0,12507.0,130601
2020-09-23,20802,6967,13835,51371,37921,13450,8273,46440,-38167,80446,91328,-10882,21464,11543,9921,2393,4544,-2151,91,0,91,23948,16087,7861,12553.0,12563.0,12441.0,12528.0,117910
2020-09-24,21981,7108,14873,51254,35810,15444,8577,48575,-39998,81812,91493,-9681,23499,13824,9675,1724,9856,-8132,91,0,91,25314,23680,1634,12407.0,12414.0,12166.0,12175.0,171038
2020-09-25,21008,7402,13606,53984,29994,23990,8625,48601,-39976,83617,85997,-2380,22601,13901,8700,4357,5699,-1342,91,0,91,27049,19600,7449,12265.0,12309.0,12114.0,12195.0,128504
2020-09-28,20918,7728,13190,54747,33098,21649,8978,46432,-37454,84643,87258,-2615,22197,14529,7668,5631,1384,4247,91,0,91,27919,15913,12006,12292.0,12421.0,12246.0,12417.0,94633
2020-09-29,21597,9339,12258,55766,32229,23537,8995,46059,-37064,86358,87627,-1269,22721,15470,7251,8697,1355,7342,91,0,91,31509,16825,14684,12478.0,12522.0,12395.0,12421.0,103096
2020-09-30,18780,7766,11014,58988,30029,28959,9014,45299,-36285,86782,83094,3688,22326,14377,7949,11771,1110,10661,91,0,91,34188,15487,18701,12456.0,12548.0,12444.0,12472.0,107766
2020-10-05,19896,7733,12163,56318,31509,24809,9015,45261,-36246,85229,84503,726,23882,15491,8391,11212,1431,9781,91,0,91,35185,16922,18263,12577.0,12620.0,12486.0,12529.0,93958
2020-10-06,20199,8494,11705,58937,33926,25011,9089,44124,-35035,88225,86544,1681,24964,16613,8351,13925,801,13124,91,0,91,38980,17414,21566,12618.0,12704.0,12614.0,12675.0,99739
2020-10-07,19069,8261,10808,62260,32180,30080,9128,43447,-34319,90457,83888,6569,25081,12441,12640,8504,714,7790,91,0,91,33676,13155,20521,12620.0,12758.0,12606.0,12755.0,89405
2020-10-08,19418,9171,10247,63150,33682,29468,9184,42744,-33560,91752,85597,6155,26311,13675,12636,12266,437,11829,91,0,91,38668,14112,24556,12831.0,12876.0,12772.0,12873.0,99102
2020-10-12,20295,9972,10323,62486,33358,29128,9302,42524,-33222,92083,85854,6229,26897,13366,13531,11432,522,10910,91,0,91,38420,13888,24532,12935.0,12995.0,12878.0,12920.0,106219
2020-10-13,21329,10325,11004,64315,33246,31069,9287,43126,-33839,94931,86697,8234,28243,13929,14314,12716,369,12347,91,0,91,41050,14298,26752,12950.0,12952.0,12816.0,12919.0,99008
2020-10-14,20136,9848,10288,64223,33869,30354,9208,44342,-35134,93567,88059,5508,29191,14847,14344,9650,897,8753,91,0,91,38932,15744,23188,12940.0,12956.0,12871.0,12888.0,82548
2020-10-15,22219,8922,13297,63833,33868,29965,9158,45437,-36279,95210,88227,6983,31224,16776,14448,9096,656,8440,91,0,91,40411,17432,22979,12838.0,12892.0,12727.0,12840.0,130422
2020-10-16,23012,9728,13284,60673,31928,28745,9123,46350,-37227,92808,88006,4802,29517,17986,11531,4996,3091,1905,91,0,91,34604,21077,13527,12818.0,12865.0,12718.0,12745.0,116952
2020-10-19,23185,10253,12932,64511,35742,28769,9210,45619,-36409,96906,91614,5292,31617,19574,12043,5741,2071,3670,91,0,91,37449,21645,15804,12783.0,12912.0,12782.0,12896.0,127215
2020-10-20,25712,11302,14410,65248,38864,26384,9205,45695,-36490,100165,95861,4304,32231,18917,13314,2772,3738,-966,92,0,92,35095,22655,12440,12892.0,12905.0,12844.0,12856.0,100271
2020-10-21,22634,7129,15505,54094,26628,27466,9360,46456,-37096,86088,80213,5875,19865,14337,5528,1043,155,888,92,0,92,21000,14492,6508,12906.0,12946.0,12851.0,12860.0,58692
2020-10-22,23167,7668,15499,58819,27458,31361,9466,46473,-37007,91452,81599,9853,20328,13167,7161,6340,916,5424,92,0,92,26760,14083,12677,12729.0,12839.0,12707.0,12837.0,100864
2020-10-23,23685,7493,16192,56221,27324,28897,9449,46494,-37045,89355,81311,8044,20284,13946,6338,3115,2702,413,92,0,92,23491,16648,6843,12865.0,12883.0,12795.0,12839.0,78710
2020-10-26,22183,8170,14013,61234,29151,32083,9675,46810,-37135,93092,84131,8961,20908,14604,6304,6149,2757,3392,92,0,92,27149,17361,9788,12848.0,12935.0,12820.0,12858.0,90884
2020-10-27,23562,8293,15269,60675,31587,29088,8419,47835,-39416,92656,87715,4941,21380,14761,6619,2663,346,2317,92,0,92,24135,15107,9028,12826.0,12833.0,12765.0,12807.0,82240
2020-10-28,22577,7870,14707,61532,31051,30481,8369,49115,-40746,92478,88036,4442,21363,15376,5987,2105,1731,374,92,0,92,23560,17107,6453,12780.0,12809.0,12713.0,12739.0,88057
2020-10-29,22578,7486,15092,60179,34783,25396,8361,50074,-41713,91118,92343,-1225,22513,17131,5382,1101,4405,-3304,92,0,92,23706,21536,2170,12598.0,12640.0,12504.0,12602.0,119037
2020-10-30,24753,8245,16508,62388,33332,29056,8286,51607,-43321,95427,93184,2243,23715,15129,8586,1082,5507,-4425,92,0,92,24889,20636,4253,12545.0,12563.0,12407.0,12414.0,121830
2020-11-02,24510,7786,16724,60291,32707,27584,8297,51838,-43541,93098,92331,767,23310,14766,8544,973,1606,-633,92,0,92,24375,16372,8003,12474.0,12531.0,12402.0,12515.0,97211
2020-11-03,24385,8814,15571,63754,32288,31466,8452,50073,-41621,96591,91175,5416,22888,15701,7187,2507,2266,241,92,0,92,25487,17967,7520,12611.0,12715.0,12602.0,12685.0,90467
2020-11-04,24816,8033,16783,64920,33133,31787,8775,48792,-40017,98511,89958,8553,22764,13171,9593,9680,862,8818,92,0,92,32536,14033,18503,12770.0,12879.0,12662.0,12865.0,149906
2020-11-05,25083,8567,16516,68474,33005,35469,9076,48759,-39683,102633,90331,12302,22939,14990,7949,10839,819,10020,89,0,89,33867,15809,18058,12924.0,12928.0,12821.0,12890.0,90854
2020-11-06,24315,9939,14376,73312,32433,40879,9270,48280,-39010,106897,90652,16245,23189,16676,6513,6186,715,5471,89,0,89,29464,17391,12073,12942.0,12991.0,12896.0,12936.0,100789
2020-11-09,23921,9283,14638,75451,38129,37322,9783,46687,-36904,109155,94099,15056,22715,17403,5312,11515,1411,10104,89,0,89,34319,18814,15505,13090.0,13175.0,13046.0,13121.0,117098
2020-11-10,24245,9235,15010,73552,36648,36904,9923,47007,-37084,107720,92890,14830,24146,16402,7744,6534,1731,4803,89,0,89,30769,18133,12636,13130.0,13154.0,13010.0,13071.0,110282
2020-11-11,25043,9143,15900,73383,38673,34710,10226,45164,-34938,108652,92980,15672,23969,13214,10755,7053,2530,4523,89,0,89,31111,15744,15367,13101.0,13281.0,13077.0,13263.0,109089
2020-11-12,22936,7903,15033,75045,37542,37503,10172,45136,-34964,108153,90581,17572,22078,12224,9854,7946,2697,5249,89,0,89,30113,14921,15192,13266.0,13305.0,13193.0,13230.0,93512
2020-11-13,22259,7222,15037,75129,39899,35230,10034,44110,-34076,107422,91231,16191,23415,8299,15116,7848,2504,5344,89,0,89,31352,10803,20549,13227.0,13285.0,13163.0,13284.0,90650
2020-11-16,22997,7680,15317,74111,44125,29986,10289,41447,-31158,107397,93252,14145,23646,8774,14872,7738,4398,3340,90,0,90,31474,13172,18302,13407.0,13582.0,13406.0,13581.0,132561
2020-11-17,23661,6335,17326,75866,49161,26705,10737,40458,-29721,110264,95954,14310,25937,9015,16922,7322,6886,436,90,0,90,33349,15901,17448,13656.0,13737.0,13603.0,13625.0,130507
2020-11-18,20033,5866,14167,62799,36535,26264,10782,39310,-28528,93614,81711,11903,23358,5733,17625,8532,982,7550,90,0,90,31980,6715,25265,13632.0,13788.0,13621.0,13756.0,68642
2020-11-19,20551,5388,15163,60752,37380,23372,10735,38660,-27925,92038,81428,10610,23930,6130,17800,5711,2878,2833,88,0,88,29729,9008,20721,13732.0,13750.0,13662.0,13740.0,95715
2020-11-20,20427,5306,15121,59026,37188,21838,10743,37458,-26715,90196,79952,10244,24577,6915,17662,4984,4224,760,88,0,88,29649,11139,18510,13724.0,13737.0,13640.0,13736.0,85986
2020-11-23,21003,5858,15145,54806,37524,17282,10861,36307,-25446,86670,79689,6981,25188,7005,18183,1528,5186,-3658,88,0,88,26804,12191,14613,13790.0,13943.0,13788.0,13875.0,115103
2020-11-24,21317,7061,14256,54987,37161,17826,10790,35875,-25085,87094,80097,6997,27220,8866,18354,803,6295,-5492,88,0,88,28111,15161,12950,13921.0,13928.0,13777.0,13804.0,89096
2020-11-25,20959,8393,12566,58859,39913,18946,10663,34711,-24048,90481,83017,7464,26787,9643,17144,1342,7486,-6144,88,0,88,28217,17129,11088,13886.0,13909.0,13692.0,13709.0,123391
2020-11-26,21239,8766,12473,59772,44776,14996,10834,33090,-22256,91845,86632,5213,28162,11432,16730,3514,6893,-3379,71,0,71,31747,18325,13422,13788.0,13862.0,13741.0,13841.0,97189
2020-11-27,22120,9346,12774,59821,43008,16813,10830,32904,-22074,92771,85258,7513,29152,11701,17451,4383,7205,-2822,71,0,71,33606,18906,14700,13781.0,13890.0,13763.0,13878.0,94853
2020-11-30,24804,8794,16010,58984,47344,11640,10786,33284,-22498,94574,89422,5152,28052,10726,17326,458,4714,-4256,71,0,71,28581,15440,13141,13883.0,13975.0,13704.0,13722.0,134279
2020-12-01,24324,8778,15546,58506,50335,8171,10864,31799,-20935,93694,90912,2782,27748,11754,15994,1469,4346,-2877,71,0,71,29288,16100,13188,13818.0,13885.0,13751.0,13877.0,91672
2020-12-02,23023,7501,15522,59244,49508,9736,10848,30916,-20068,93115,87925,5190,28020,10781,17239,5106,4346,760,71,0,71,33197,15127,18070,13932.0,13980.0,13855.0,13956.0,110308
2020-12-03,23867,8044,15823,57190,46932,10258,10861,30728,-19867,91918,85704,6214,28850,10934,17916,4866,4986,-120,71,0,71,33787,15920,17867,13971.0,14047.0,13903.0,13986.0,125877
2020-12-04,25626,9747,15879,61232,51470,9762,10825,29931,-19106,97683,91148,6535,30365,12593,17772,6000,6172,-172,71,0,71,36436,18765,17671,14022.0,14149.0,14012.0,14138.0,110715
2020-12-07,27166,10115,17051,57110,51155,5955,10846,29653,-18807,95122,90923,4199,31345,12256,19089,1987,7917,-5930,71,0,71,33403,20173,13230,14181.0,14247.0,14087.0,14225.0,125628
2020-12-08,27804,10963,16841,56348,51239,5109,10991,29002,-18011,95143,91204,3939,30534,12742,17792,3173,8252,-5079,71,0,71,33778,20994,12784,14206.0,14350.0,14156.0,14342.0,111313
2020-12-09,26894,8857,18037,54615,55307,-692,11129,28577,-17448,92638,92741,-103,30007,11915,18092,583,6045,-5462,71,0,71,30661,17960,12701,14372.0,14425.0,14331.0,14397.0,96545
2020-12-10,28428,10350,18078,55021,56013,-992,11330,29262,-17932,94779,95625,-846,31592,12871,18721,810,5052,-4242,71,0,71,32473,17923,14550,14261.0,14314.0,14178.0,14241.0,126413
2020-12-11,29618,10551,19067,54332,55771,-1439,11161,29214,-18053,95111,95536,-425,32516,13397,19119,1040,5785,-4745,71,0,71,33627,19182,14445,14290.0,14340.0,14091.0,14236.0,159011
2020-12-14,31050,10708,20342,51006,55628,-4622,11332,29434,-18102,93388,95770,-2382,32856,14089,18767,647,10534,-9887,71,0,71,33574,24623,8951,14264.0,14285.0,14197.0,14200.0,120593
2020-12-15,29977,9593,20384,56653,56994,-341,12010,30283,-18273,98640,96870,1770,36336,16027,20309,784,7688,-6904,74,0,74,37194,23715,13479,14162.0,14232.0,14030.0,14085.0,158662
2020-12-16,24142,6155,17987,43369,47014,-3645,12487,29185,-16698,79998,82354,-2356,14693,10838,3855,3989,362,3627,99,0,99,18781,11200,7581,14198.0,14328.0,14186.0,14323.0,71732
2020-12-17,25029,5504,19525,42324,49210,-6886,12298,29217,-16919,79651,83931,-4280,14942,10492,4450,508,3852,-3344,99,0,99,15549,14344,1205,14220.0,14225.0,14085.0,14186.0,116139
2020-12-18,24715,5887,18828,44345,50312,-5967,12245,29220,-16975,81305,85419,-4114,14791,11387,3404,1003,5620,-4617,87,0,87,15881,17007,-1126,14190.0,14222.0,14128.0,14137.0,89422
2020-12-21,25031,5722,19309,45919,50492,-4573,12402,28709,-16307,83352,84923,-1571,14974,10948,4026,3845,2430,1415,87,0,87,18906,13378,5528,14155.0,14313.0,14021.0,14312.0,135177
2020-12-22,25349,6297,19052,43988,49710,-5722,12261,29516,-17255,81598,85523,-3925,14633,12955,1678,479,7522,-7043,87,0,87,15199,20477,-5278,14253.0,14334.0,14042.0,14046.0,136896
2020-12-23,24590,6094,18496,41861,48660,-6799,12383,28906,-16523,78834,83660,-4826,14319,13549,770,1220,6237,-5017,87,0,87,15626,19786,-4160,14104.0,14181.0,14031.0,14113.0,115346
2020-12-24,24354,6265,18089,43405,47904,-4499,12499,28674,-16175,80258,82843,-2585,14859,13149,1710,3142,4996,-1854,87,0,87,18088,18145,-57,14185.0,14287.0,14179.0,14242.0,106221
2020-12-25,25360,5982,19378,42539,48287,-5748,12482,28315,-15833,80381,82584,-2203,16061,13132,2929,2804,5608,-2804,87,0,87,18952,18740,212,14328.0,14383.0,14245.0,14305.0,88875
2020-12-28,26445,6163,20282,42701,52067,-9366,12530,27774,-15244,81676,86004,-4328,15617,11637,3980,2326,1180,1146,87,0,87,18030,12817,5213,14329.0,14444.0,14320.0,14437.0,82692
2020-12-29,26754,5705,21049,43212,52802,-9590,12543,27772,-15229,82509,86279,-3770,15514,10598,4916,2111,1968,143,87,0,87,17712,12566,5146,14465.0,14466.0,14376.0,14459.0,80587
2020-12-30,24659,5410,19249,47884,54421,-6537,12669,27003,-14334,85212,86834,-1622,15135,9809,5326,8751,1256,7495,87,0,87,23973,11065,12908,14451.0,14643.0,14440.0,14638.0,97857
2020-12-31,26060,5565,20495,47023,56345,-9322,12690,25887,-13197,85773,87797,-2024,15802,8378,7424,5376,1394,3982,87,0,87,21265,9772,11493,14678.0,14712.0,14604.0,14678.0,96684
2021-01-04,27483,5910,21573,47304,57524,-10220,12858,25023,-12165,87645,88457,-812,15342,8265,7077,4551,1915,2636,87,0,87,19980,10180,9800,14640.0,14925.0,14635.0,14874.0,137069
2021-01-05,28458,6224,22234,47213,58138,-10925,12852,25091,-12239,88523,89453,-930,16997,7583,9414,4851,2226,2625,87,0,87,21935,9809,12126,14874.0,14980.0,14836.0,14977.0,110886
2021-01-06,28872,7036,21836,47161,58291,-11130,12893,25013,-12120,88926,90340,-1414,20039,9577,10462,3604,5015,-1411,87,0,87,23730,14592,9138,15048.0,15140.0,14764.0,14911.0,233806
2021-01-07,29952,6675,23277,48671,61467,-12796,12945,23913,-10968,91568,92055,-487,19327,8895,10432,5119,2140,2979,87,0,87,24533,11035,13498,15050.0,15260.0,15024.0,15230.0,151918
2021-01-08,29659,6595,23064,51101,66427,-15326,12971,23137,-10166,93731,96159,-2428,19610,9621,9989,4872,4441,431,87,0,87,24569,14062,10507,15376.0,15473.0,15264.0,15454.0,158703
2021-01-11,31217,7287,23930,50064,68908,-18844,12994,23112,-10118,94275,99307,-5032,21804,9830,11974,3607,2672,935,87,0,87,25498,12502,12996,15420.0,15538.0,15369.0,15534.0,139479
2021-01-12,31890,8541,23349,52701,71902,-19201,12920,23119,-10199,97511,103562,-6051,24884,11631,13253,4388,3359,1029,87,0,87,29359,14990,14369,15517.0,15605.0,15407.0,15493.0,175838
2021-01-13,31078,7378,23700,53259,74794,-21535,13051,22457,-9406,97388,104629,-7241,23629,11074,12555,6710,4085,2625,87,0,87,30426,15159,15267,15557.0,15790.0,15555.0,15764.0,154811
2021-01-14,33241,8096,25145,49059,77177,-28118,13067,22699,-9632,95367,107972,-12605,26542,13478,13064,2601,3812,-1211,87,0,87,29230,17290,11940,15705.0,15766.0,15632.0,15729.0,121305
2021-01-15,32449,7733,24716,45754,70606,-24852,13029,22511,-9482,91232,100850,-9618,25221,14013,11208,4596,3325,1271,87,0,87,29904,17338,12566,15950.0,16002.0,15584.0,15634.0,231505
2021-01-18,33041,6716,26325,48758,76741,-27983,12966,22616,-9650,94765,106073,-11308,26596,14129,12467,3574,4905,-1331,83,0,83,30253,19034,11219,15637.0,15679.0,15327.0,15606.0,200935
2021-01-19,32007,5739,26268,39270,69252,-29982,13225,21902,-8677,84502,96893,-12391,26506,13060,13446,2456,4223,-1767,89,0,89,29051,17283,11768,15714.0,15946.0,15710.0,15888.0,173474
2021-01-20,25776,4645,21131,33210,49927,-16717,13104,22325,-9221,72090,76897,-4807,15104,11024,4080,1002,7521,-6519,88,0,88,16194,18545,-2351,15899.0,15964.0,15735.0,15766.0,119559
2021-01-21,26331,4736,21595,30347,50928,-20581,13036,21045,-8009,69714,76709,-6995,16042,9343,6699,1256,1217,39,83,0,83,17381,10560,6821,15803.0,16183.0,15769.0,16129.0,231416
2021-01-22,27528,4502,23026,29227,56778,-27551,13286,21602,-8316,70041,82882,-12841,16799,11931,4868,1137,7861,-6724,81,0,81,18017,19792,-1775,16051.0,16085.0,15928.0,15984.0,161218
2021-01-25,28482,4817,23665,29970,59093,-29123,13142,21865,-8723,71594,85775,-14181,16050,10874,5176,1478,8624,-7146,81,0,81,17609,19498,-1889,15956.0,16004.0,15719.0,15912.0,168191
2021-01-26,28718,5900,22818,30505,58009,-27504,12876,22833,-9957,72099,86742,-14643,19735,13710,6025,1601,3721,-2120,81,0,81,21417,17431,3986,15865.0,15974.0,15537.0,15626.0,230474
2021-01-27,27430,5862,21568,31457,59563,-28106,12761,22822,-10061,71648,88247,-16599,19212,14020,5192,1821,2642,-821,75,0,75,21108,16662,4446,15725.0,15814.0,15585.0,15660.0,184037
2021-01-28,27533,6511,21022,31669,59476,-27807,12346,23259,-10913,71548,89246,-17698,21850,16512,5338,2940,2505,435,75,0,75,24865,19017,5848,15411.0,15524.0,15305.0,15383.0,202151
2021-01-29,28592,7686,20906,35390,52756,-17366,12070,24133,-12063,76052,84575,-8523,21541,17738,3803,4352,917,3435,75,0,75,25968,18655,7313,15498.0,15539.0,15063.0,15075.0,206011
2021-02-01,28105,7022,21083,34878,54502,-19624,12262,23356,-11094,75245,84880,-9635,21954,17457,4497,5958,573,5385,75,0,75,27987,18030,9957,15156.0,15398.0,15090.0,15360.0,164870
2021-02-02,28331,7458,20873,35017,53872,-18855,12566,21986,-9420,75914,83316,-7402,20738,18035,2703,8520,252,8268,75,0,75,29333,18287,11046,15469.0,15820.0,15459.0,15755.0,177487
2021-02-03,27890,5568,22322,29485,51227,-21742,12552,21984,-9432,69927,78779,-8852,22355,17902,4453,4212,1274,2938,75,0,75,26642,19176,7466,15864.0,15875.0,15716.0,15772.0,145093
2021-02-04,28533,6519,22014,30951,51840,-20889,12539,22421,-9882,72023,80780,-8757,23820,18838,4982,5585,2665,2920,75,0,75,29480,21503,7977,15721.0,15777.0,15542.0,15701.0,179004
2021-02-05,27939,5740,22199,33261,55922,-22661,12490,21986,-9496,73690,83648,-9958,23517,17344,6173,4540,1411,3129,75,0,75,28132,18755,9377,15809.0,15984.0,15751.0,15804.0,178540
2021-02-17,24698,4244,20454,26950,43941,-16991,13015,20256,-7241,64663,68441,-3778,18619,14528,4091,1795,586,1209,75,0,75,20489,15114,5375,16261.0,16433.0,16179.0,16326.0,100608
2021-02-18,25192,3956,21236,26203,49352,-23149,13011,19733,-6722,64406,73041,-8635,19031,15816,3215,147,6439,-6292,75,0,75,19253,22255,-3002,16374.0,16525.0,16287.0,16380.0,152979
2021-02-19,25918,4415,21503,25014,46952,-21938,12860,19952,-7092,63792,71319,-7527,19160,15820,3340,610,7257,-6647,75,0,75,19845,23077,-3232,16301.0,16328.0,16130.0,16314.0,152680
2021-02-22,26423,3862,22561,23744,49931,-26187,12999,19936,-6937,63166,73729,-10563,19680,17077,2603,208,6708,-6500,75,0,75,19963,23785,-3822,16480.0,16564.0,16336.0,16385.0,151539
2021-02-23,26651,4493,22158,24750,52542,-27792,13013,19725,-6712,64414,76760,-12346,20537,17734,2803,323,7373,-7050,75,0,75,20935,25107,-4172,16223.0,16451.0,16182.0,16437.0,136807
2021-02-24,25769,4697,21072,24216,53364,-29148,12845,20380,-7535,62830,78441,-15611,19502,20304,-802,156,4309,-4153,75,0,75,19733,24613,-4880,16300.0,16435.0,16133.0,16182.0,180413
2021-02-25,25909,5080,20829,25137,53619,-28482,13261,19837,-6576,64307,78536,-14229,21214,19873,1341,6213,2523,3690,75,0,75,27502,22396,5106,16388.0,16422.0,16243.0,16388.0,135256
2021-02-26,27163,7038,20125,26163,55598,-29435,13281,20842,-7561,66607,83478,-16871,23494,21946,1548,107,5113,-5006,75,0,75,23676,27059,-3383,16037.0,16118.0,15852.0,15935.0,197795
2021-03-02,27215,7314,19901,29050,53803,-24753,13238,21042,-7804,69503,82159,-12656,24553,22310,2243,4442,4339,103,75,0,75,29070,26649,2421,16249.0,16277.0,15868.0,15907.0,146577
2021-03-03,25960,6747,19213,26876,51837,-24961,13368,20496,-7128,66204,79080,-12876,25265,24117,1148,10480,2365,8115,75,0,75,35820,26482,9338,16000.0,16196.0,15885.0,16181.0,153225
