date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi
2017-05-26,10741,14430,-3689,80759,17055,63704,1946,36921,-34975,93446,68406,25040
2017-05-31,10547,13037,-2490,78492,21293,57199,1607,37537,-35930,90646,71867,18779
2017-06-01,12630,11666,964,76635,21318,55317,1617,37063,-35446,90882,70047,20835
2017-06-02,13797,12094,1703,76190,20219,55971,2059,36577,-34518,92046,68890,23156
2017-06-03,13853,12462,1391,76434,19957,56477,2011,36571,-34560,92298,68990,23308
2017-06-05,15701,11444,4257,77015,19649,57366,2002,36087,-34085,94718,67180,27538
2017-06-06,15509,11570,3939,76567,20176,56391,1942,36124,-34182,94018,67870,26148
2017-06-07,14498,12394,2104,77618,20090,57528,2028,36145,-34117,94144,68629,25515
2017-06-08,16397,11722,4675,78295,21155,57140,2058,36136,-34078,96750,69013,27737
2017-06-09,14110,12633,1477,78829,20001,58828,1883,36157,-34274,94822,68791,26031
2017-06-12,13078,14911,-1833,80611,21985,58626,1511,37203,-35692,95200,74099,21101
2017-06-13,14032,14654,-622,79700,22660,57040,1505,36746,-35241,95237,74060,21177
2017-06-14,14260,13803,457,74804,22872,51932,1450,37174,-35724,90514,73849,16665
2017-06-15,14468,12327,2141,77043,25185,51858,1507,37234,-35727,93018,74746,18272
2017-06-16,14496,14691,-195,75642,20188,55454,1822,35956,-34134,91960,70835,21125
2017-06-19,14581,13603,978,80817,25700,55117,1950,35467,-33517,97348,74770,22578
2017-06-20,16415,15538,877,82751,26903,55848,1934,35101,-33167,101100,77542,23558
2017-06-21,6590,11699,-5109,77879,19079,58800,1874,34989,-33115,86343,65767,20576
2017-06-22,7977,11351,-3374,77347,19772,57575,1885,34664,-32779,87209,65787,21422
2017-06-23,7817,13193,-5376,76549,19633,56916,2162,34155,-31993,86528,66981,19547
2017-06-26,12775,13618,-843,77463,23836,53627,2212,32970,-30758,92450,70424,22026
2017-06-27,13922,13942,-20,75761,27063,48698,2175,32819,-30644,91858,73824,18034
2017-06-28,11614,14227,-2613,76546,27275,49271,1949,33283,-31334,90109,74785,15324
2017-06-29,11630,14037,-2407,77496,28220,49276,1856,33317,-31461,90982,75574,15408
2017-06-30,11838,13192,-1354,77901,29951,47950,1905,33766,-31861,91644,76909,14735
2017-07-03,13216,12202,1014,76904,30258,46646,1950,33746,-31796,92070,76206,15864
2017-07-04,12754,13002,-248,76301,30864,45437,1948,34070,-32122,91003,77936,13067
2017-07-05,11733,12067,-334,79250,29551,49699,1932,33679,-31747,92915,75297,17618
2017-07-06,13379,12132,1247,74051,29617,44434,1968,33659,-31691,89398,75408,13990
2017-07-07,14393,12162,2231,72856,31610,41246,1809,34425,-32616,89058,78197,10861
2017-07-10,13273,12879,394,73571,31499,42072,1847,34382,-32535,88691,78760,9931
2017-07-11,16744,13101,3643,76448,31547,44901,2100,32953,-30853,95292,77601,17691
2017-07-12,15361,11868,3493,73529,33285,40244,2366,32924,-30558,91256,78077,13179
2017-07-13,15820,11385,4435,70832,27645,43187,2417,32302,-29885,89069,71332,17737
2017-07-14,16346,11334,5012,69135,27381,41754,2426,32313,-29887,87907,71028,16879
2017-07-17,17401,10928,6473,73680,33805,39875,2472,32302,-29830,93553,77035,16518
2017-07-18,20448,11448,9000,70387,31470,38917,2496,32281,-29785,93331,75199,18132
2017-07-19,7455,11255,-3800,63079,19796,43283,2496,32517,-30021,73030,63568,9462
2017-07-20,7869,10599,-2730,61399,20729,40670,2566,32572,-30006,71834,63900,7934
2017-07-21,8818,11290,-2472,59939,21774,38165,2515,33189,-30674,71272,66253,5019
2017-07-24,8459,11033,-2574,63142,19906,43236,2349,33486,-31137,73950,64425,9525
2017-07-25,11002,10192,810,60173,20786,39387,2330,33488,-31158,73505,64466,9039
2017-07-26,10049,9643,406,60963,23111,37852,2601,33108,-30507,73613,65862,7751
2017-07-27,9061,10365,-1304,67610,22169,45441,2688,32631,-29943,79359,65165,14194
2017-07-28,12399,10062,2337,61931,25764,36167,2205,33365,-31160,76535,69191,7344
2017-07-31,11523,10013,1510,61864,24492,37372,2203,33703,-31500,75590,68208,7382
2017-08-01,10887,9403,1484,59503,23853,35650,2318,33186,-30868,72708,66442,6266
2017-08-02,10579,8757,1822,63990,23316,40674,2514,32853,-30339,77083,64926,12157
2017-08-03,13164,9211,3953,62792,24533,38259,2143,33150,-31007,78099,66894,11205
2017-08-04,14271,8751,5520,64334,24857,39477,2151,33084,-30933,80756,66692,14064
2017-08-07,14425,8899,5526,66237,25513,40724,2222,32495,-30273,82884,66907,15977
2017-08-08,16278,8870,7408,64823,26015,38808,2242,32513,-30271,83343,67398,15945
2017-08-09,15472,9778,5694,63906,26235,37671,2390,33005,-30615,81768,69018,12750
2017-08-10,14067,10753,3314,59581,27699,31882,2297,33973,-31676,75945,72425,3520
2017-08-11,13627,11506,2121,63233,29115,34118,2206,34042,-31836,79066,74663,4403
2017-08-14,15487,14581,906,57777,21542,36235,2179,34905,-32726,75443,71028,4415
2017-08-15,15758,11176,4582,61295,27565,33730,2236,34853,-32617,79289,73594,5695
2017-08-16,10733,9291,1442,55683,20995,34688,2277,34923,-32646,68693,65209,3484
2017-08-17,11157,10540,617,59468,20108,39360,2364,34377,-32013,72989,65025,7964
2017-08-18,11521,10126,1395,58669,18919,39750,2376,34274,-31898,72566,63319,9247
2017-08-21,12731,10012,2719,59391,18613,40778,2379,34242,-31863,74501,62867,11634
2017-08-22,12313,12845,-532,62676,18269,44407,2482,33807,-31325,77471,64921,12550
2017-08-23,10887,11318,-431,61605,19867,41738,2466,33622,-31156,74958,64807,10151
2017-08-24,11100,13845,-2745,70642,19000,51642,2520,32930,-30410,84262,65775,18487
2017-08-25,11694,12839,-1145,70180,19524,50656,2592,32690,-30098,84466,65053,19413
2017-08-28,11623,13016,-1393,72231,19842,52389,2716,33886,-31170,86570,66744,19826
2017-08-29,11088,13745,-2657,70260,18826,51434,2566,33900,-31334,83914,66471,17443
2017-08-30,12003,16181,-4178,75333,20438,54895,2648,34502,-31854,89984,71121,18863
2017-08-31,11507,15068,-3561,75851,21532,54319,2616,34710,-32094,89974,71310,18664
2017-09-01,12381,16380,-3999,79164,21454,57710,2606,34673,-32067,94151,72507,21644
2017-09-04,11779,16341,-4562,80494,20929,59565,2521,34644,-32123,94794,71914,22880
2017-09-05,11861,15136,-3275,79385,21349,58036,2536,36237,-33701,93782,72722,21060
2017-09-06,11618,16300,-4682,77996,20952,57044,2378,37399,-35021,91992,74651,17341
2017-09-07,11262,17376,-6114,80185,22611,57574,2279,38559,-36280,93726,78546,15180
2017-09-08,11019,17306,-6287,87193,21482,65711,2464,40973,-38509,100676,79761,20915
2017-09-11,12210,16041,-3831,82091,22370,59721,2507,41391,-38884,96808,79802,17006
2017-09-12,12790,16363,-3573,83003,21620,61383,2370,41387,-39017,98163,79370,18793
2017-09-13,13085,16835,-3750,83285,25930,57355,2006,42230,-40224,98376,84995,13381
2017-09-14,13734,16977,-3243,84169,25030,59139,1959,42361,-40402,99862,84368,15494
2017-09-15,12554,16304,-3750,86300,23723,62577,1980,42351,-40371,100834,82378,18456
2017-09-18,14670,18346,-3676,95868,30677,65191,2202,41614,-39412,112740,90637,22103
2017-09-19,18699,17664,1035,92326,38893,53433,1992,41956,-39964,113017,98513,14504
2017-09-20,8848,16156,-7308,75581,21296,54285,1720,42784,-41064,86149,80236,5913
2017-09-21,10092,16428,-6336,78514,20372,58142,1751,42137,-40386,90357,78937,11420
2017-09-22,10268,18169,-7901,75040,24375,50665,1836,42853,-41017,87144,85397,1747
2017-09-25,10142,18438,-8296,74423,25849,48574,1735,43929,-42194,86300,88216,-1916
2017-09-26,10705,19812,-9107,74922,26351,48571,1698,44373,-42675,87325,90536,-3211
2017-09-27,9726,17168,-7442,72931,24512,48419,1685,42152,-40467,84342,83832,510
2017-09-28,10167,17734,-7567,71875,27703,44172,1775,40178,-38403,83817,85615,-1798
2017-09-29,9543,17767,-8224,72962,27331,45631,1789,40382,-38593,84294,85480,-1186
2017-09-30,10426,17442,-7016,73001,27039,45962,1991,39357,-37366,85418,83838,1580
2017-10-02,11532,18411,-6879,73744,23690,50054,2024,37355,-35331,87300,79456,7844
2017-10-03,13506,17090,-3584,72490,24109,48381,1967,36239,-34272,87963,77438,10525
2017-10-05,10878,16199,-5321,77126,23975,53151,2035,35563,-33528,90039,75737,14302
2017-10-06,11356,15686,-4330,75510,22567,52943,2141,35632,-33491,89007,73885,15122
2017-10-11,10202,14230,-4028,82681,24114,58567,2173,34805,-32632,95056,73149,21907
2017-10-12,10759,13341,-2582,84662,25292,59370,2131,34284,-32153,97552,72917,24635
2017-10-13,11991,12828,-837,86903,29067,57836,2056,34264,-32208,100950,76159,24791
2017-10-16,12840,13832,-992,97183,41403,55780,2044,34000,-31956,112067,89235,22832
2017-10-17,11146,14166,-3020,97988,41987,56001,1991,34140,-32149,111125,90293,20832
2017-10-18,6157,12774,-6617,77900,20186,57714,1962,34134,-32172,86019,67094,18925
2017-10-19,6166,12180,-6014,78809,21933,56876,2102,33463,-31361,87077,67576,19501
2017-10-20,5624,13064,-7440,80084,22080,58004,2060,33510,-31450,87768,68654,19114
2017-10-23,7896,12011,-4115,77484,22031,55453,2081,33474,-31393,87461,67516,19945
2017-10-24,6832,12202,-5370,79289,22959,56330,2147,32764,-30617,88268,67925,20343
2017-10-25,6783,11810,-5027,76166,23091,53075,2091,32765,-30674,85040,67666,17374
2017-10-26,5594,11682,-6088,77492,23833,53659,1967,32477,-30510,85053,67992,17061
2017-10-27,6891,12442,-5551,77894,24847,53047,1668,32678,-31010,86453,69967,16486
2017-10-30,6830,11165,-4335,81124,25700,55424,1903,31794,-29891,89857,68659,21198
2017-10-31,8671,10337,-1666,81299,27050,54249,1754,31779,-30025,91724,69166,22558
2017-11-01,8096,9736,-1640,77963,27171,50792,1880,31544,-29664,87939,68451,19488
2017-11-02,8410,10407,-1997,78170,27224,50946,1749,31550,-29801,88329,69181,19148
2017-11-03,9571,10205,-634,76727,28078,48649,1676,31821,-30145,87974,70104,17870
2017-11-06,11248,11276,-28,76720,29801,46919,1918,31526,-29608,89886,72603,17283
2017-11-07,12225,10273,1952,76830,27165,49665,1936,31153,-29217,90991,68591,22400
2017-11-08,12172,9751,2421,73243,26601,46642,1933,31153,-29220,87348,67505,19843
2017-11-09,12219,10900,1319,73692,29194,44498,1551,31736,-30185,87462,71830,15632
2017-11-10,10704,10685,19,77267,30921,46346,1505,31730,-30225,89476,73336,16140
2017-11-13,11248,12005,-757,76678,29710,46968,1397,31930,-30533,89323,73645,15678
2017-11-14,12302,10204,2098,82523,38111,44412,1550,31630,-30080,96375,79945,16430
2017-11-15,5775,6556,-781,67995,29600,38395,1403,32184,-30781,75173,68340,6833
2017-11-16,6209,6951,-742,69219,29623,39596,1420,32182,-30762,76848,68756,8092
2017-11-17,5836,7845,-2009,71797,24523,47274,1690,32292,-30602,79323,64660,14663
2017-11-20,6744,7571,-827,70372,27036,43336,1657,32929,-31272,78773,67536,11237
2017-11-21,7370,7556,-186,73146,28067,45079,1736,32183,-30447,82252,67806,14446
2017-11-22,7954,7499,455,75471,27912,47559,1731,32980,-31249,85156,68391,16765
2017-11-23,8439,7033,1406,74703,27514,47189,1774,32927,-31153,84916,67474,17442
2017-11-24,8806,6891,1915,74286,27377,46909,1815,33901,-32086,84907,68169,16738
2017-11-27,8604,7793,811,70923,28471,42452,1473,34767,-33294,81000,71031,9969
2017-11-28,7038,10057,-3019,70569,28270,42299,1460,34828,-33368,79067,73155,5912
2017-11-29,6733,8100,-1367,70565,28451,42114,1490,34652,-33162,78788,71203,7585
2017-11-30,7793,9171,-1378,70505,33327,37178,1479,35173,-33694,79777,77671,2106
2017-12-01,8596,9795,-1199,69823,30022,39801,1517,34729,-33212,79936,74546,5390
2017-12-04,8560,9795,-1235,69097,28576,40521,1565,34613,-33048,79222,72984,6238
2017-12-05,8359,10344,-1985,69301,28955,40346,1635,35007,-33372,79295,74306,4989
2017-12-06,8052,11567,-3515,70353,30203,40150,1860,36313,-34453,80265,78083,2182
2017-12-07,7519,11734,-4215,71195,31973,39222,1884,35764,-33880,80598,79471,1127
2017-12-08,8278,11795,-3517,70149,33531,36618,2020,35223,-33203,80447,80549,-102
2017-12-11,7941,11825,-3884,69134,30229,38905,2040,34195,-32155,79115,76249,2866
2017-12-12,8292,11424,-3132,69190,29911,39279,2026,34637,-32611,79508,75972,3536
2017-12-13,7040,11862,-4822,70199,28505,41694,1989,34312,-32323,79228,74679,4549
2017-12-14,6376,12569,-6193,74253,29297,44956,2159,34165,-32006,82788,76031,6757
2017-12-15,9217,10191,-974,73826,34079,39747,1898,35121,-33223,84941,79391,5550
2017-12-18,10316,10850,-534,78352,40158,38194,1757,34590,-32833,90425,85598,4827
2017-12-19,8112,11485,-3373,84319,41664,42655,1742,34624,-32882,94173,87773,6400
2017-12-20,4455,8651,-4196,65699,20117,45582,1728,35179,-33451,71882,63947,7935
2017-12-21,4154,8474,-4320,65705,22131,43574,1724,35479,-33755,71583,66084,5499
2017-12-22,4530,9138,-4608,66338,21169,45169,1779,34888,-33109,72647,65195,7452
2017-12-25,4423,9640,-5217,66574,21024,45550,1708,34943,-33235,72705,65607,7098
2017-12-26,4481,10596,-6115,66042,22619,43423,1528,36292,-34764,72051,69507,2544
2017-12-27,3954,11040,-7086,70161,21346,48815,1613,36729,-35116,75728,69115,6613
2017-12-28,5310,11831,-6521,73215,21888,51327,1914,36533,-34619,80439,70252,10187
2017-12-29,6778,11316,-4538,72655,23916,48739,1962,35337,-33375,81395,70569,10826
2018-01-02,10826,13712,-2886,76058,23916,52142,2054,35720,-33666,88938,73348,15590
2018-01-03,10174,12011,-1837,75808,24877,50931,2035,35633,-33598,88017,72521,15496
2018-01-04,10242,11554,-1312,74716,22797,51919,1895,35494,-33599,86853,69845,17008
2018-01-05,10068,11808,-1740,73223,21517,51706,1818,35475,-33657,85109,68800,16309
2018-01-08,11730,10689,1041,73599,23925,49674,1740,35468,-33728,87069,70082,16987
2018-01-09,11098,11155,-57,77432,24119,53313,1808,35472,-33664,90338,70746,19592
2018-01-10,9030,13323,-4293,77298,23573,53725,1700,35053,-33353,88028,71949,16079
2018-01-11,8774,12182,-3408,78216,25748,52468,1655,34557,-32902,88645,72487,16158
2018-01-12,10413,15103,-4690,81840,26763,55077,1779,33510,-31731,94032,75376,18656
2018-01-15,12668,12666,2,77665,26671,50994,1643,32553,-30910,91976,71890,20086
2018-01-16,13147,13828,-681,81553,33189,48364,1656,32533,-30877,96356,79550,16806
2018-01-17,6105,11274,-5169,74986,22569,52417,1735,32081,-30346,82826,65924,16902
2018-01-18,5665,11031,-5366,73877,25211,48666,1642,29483,-27841,81184,65725,15459
2018-01-19,7029,11372,-4343,75602,26190,49412,1713,29975,-28262,84344,67537,16807
2018-01-22,11318,10734,584,69928,27659,42269,1760,30432,-28672,83006,68825,14181
2018-01-23,12929,10101,2828,68341,29676,38665,1807,32594,-30787,83077,72371,10706
2018-01-24,9311,8522,789,70044,28482,41562,1711,34846,-33135,81066,71850,9216
2018-01-25,9418,10153,-735,74067,27232,46835,1865,36176,-34311,85350,73561,11789
2018-01-26,8311,10428,-2117,73771,26983,46788,1982,37271,-35289,84064,74682,9382
2018-01-29,11264,10139,1125,71473,27297,44176,1973,37220,-35247,84710,74656,10054
2018-01-30,9560,11340,-1780,73554,25238,48316,1880,37804,-35924,84994,74382,10612
2018-01-31,7265,10418,-3153,76896,27213,49683,1891,37692,-35801,86052,75323,10729
2018-02-01,9284,11234,-1950,77012,29065,47947,1929,37273,-35344,88225,77572,10653
2018-02-02,10858,11735,-877,74813,30769,44044,1820,37417,-35597,87491,79921,7570
2018-02-05,10805,11780,-975,72215,32066,40149,1825,37771,-35946,84845,81617,3228
2018-02-06,13151,20519,-7368,71010,27939,43071,1739,40473,-38734,85900,88931,-3031
2018-02-07,10272,16740,-6468,73006,24818,48188,1831,38858,-37027,85109,80416,4693
2018-02-08,11586,17704,-6118,72213,26274,45939,1829,38884,-37055,85628,82862,2766
2018-02-09,14244,17703,-3459,71902,29338,42564,1738,39622,-37884,87884,86663,1221
2018-02-12,13622,16014,-2392,74313,31672,42641,1785,38680,-36895,89720,86366,3354
2018-02-21,8329,12018,-3689,68699,20923,47776,1904,36134,-34230,78932,69075,9857
2018-02-22,8315,11681,-3366,65514,22621,42893,1440,36046,-34606,75269,70348,4921
2018-02-23,9020,12911,-3891,68850,20866,47984,1470,34643,-33173,79340,68420,10920
2018-02-26,9006,11930,-2924,66046,21998,44048,1518,34126,-32608,76570,68054,8516
2018-02-27,8750,12981,-4231,66620,21398,45222,1605,34140,-32535,76975,68519,8456
2018-03-01,8381,12905,-4524,66810,21554,45256,1516,34709,-33193,76707,69168,7539
2018-03-02,9164,13975,-4811,67383,21635,45748,1453,35426,-33973,78000,71036,6964
2018-03-05,9510,14132,-4622,68589,23440,45149,1403,35731,-34328,79502,73303,6199
2018-03-06,11238,14805,-3567,70899,23125,47774,1437,34834,-33397,83574,72764,10810
2018-03-07,9693,14196,-4503,70459,24185,46274,1396,34878,-33482,81548,73259,8289
2018-03-08,10150,13726,-3576,73679,24015,49664,1426,34392,-32966,85255,72133,13122
2018-03-09,9733,14073,-4340,72482,23563,48919,1429,33417,-31988,83644,71053,12591
2018-03-12,11075,14839,-3764,76776,25672,51104,1495,31964,-30469,89346,72475,16871
2018-03-13,12352,14667,-2315,75674,25661,50013,1485,31165,-29680,89511,71493,18018
2018-03-14,10893,13383,-2490,73320,25377,47943,1495,31191,-29696,85708,69951,15757
2018-03-15,11696,15054,-3358,77254,28794,48460,1450,31195,-29745,90400,75043,15357
2018-03-16,12714,13284,-570,72713,30992,41721,1473,31437,-29964,86900,75713,11187
2018-03-19,9841,11755,-1914,76093,32202,43891,1495,31848,-30353,87429,75805,11624
2018-03-20,11024,12541,-1517,81923,37670,44253,1440,31840,-30400,94387,82051,12336
2018-03-21,6785,12418,-5633,66558,22128,44430,1436,31702,-30266,74779,66248,8531
2018-03-22,6762,12638,-5876,66430,20893,45537,1468,32555,-31087,74660,66086,8574
2018-03-23,7434,13871,-6437,68582,23197,45385,1352,33858,-32506,77368,70926,6442
2018-03-26,6971,12391,-5420,70742,21929,48813,1397,34149,-32752,79110,68469,10641
2018-03-27,7978,13540,-5562,69039,22119,46920,1433,33336,-31903,78450,68995,9455
2018-03-28,5800,12582,-6782,68622,25556,43066,1350,34015,-32665,75772,72153,3619
2018-03-29,5897,12207,-6310,67820,24294,43526,1370,34057,-32687,75087,70558,4529
2018-03-30,6014,13680,-7666,69988,21221,48767,1407,33584,-32177,77409,68485,8924
2018-03-31,5383,13916,-8533,70375,21589,48786,1410,33558,-32148,77168,69063,8105
2018-04-02,5215,13658,-8443,70657,21516,49141,1360,33789,-32429,77232,68963,8269
2018-04-03,5448,13619,-8171,69934,22470,47464,1359,34416,-33057,76741,70505,6236
2018-04-09,6394,12657,-6263,71529,21369,50160,1358,33043,-31685,79281,67069,12212
2018-04-10,6411,14186,-7775,72054,22103,49951,1428,31653,-30225,79893,67942,11951
2018-04-11,7615,12871,-5256,71845,23241,48604,1438,30824,-29386,80898,66936,13962
2018-04-12,7790,10954,-3164,64938,23366,41572,1407,29969,-28562,74135,64289,9846
2018-04-13,9579,12559,-2980,67915,24497,43418,1418,28760,-27342,78912,65816,13096
2018-04-16,10040,12652,-2612,68391,27056,41335,1405,28430,-27025,79836,68138,11698
2018-04-17,8048,13115,-5067,66312,29599,36713,1330,29282,-27952,75690,71996,3694
2018-04-18,6356,9937,-3581,61686,21788,39898,1319,29281,-27962,69361,61006,8355
2018-04-19,8959,13006,-4047,72232,22070,50162,1506,28480,-26974,82697,63556,19141
2018-04-20,5625,12650,-7025,61381,30348,31033,1473,29326,-27853,68479,72324,-3845
2018-04-23,5424,11533,-6109,60045,30053,29992,1517,29611,-28094,66986,71197,-4211
2018-04-24,5952,12340,-6388,58352,29554,28798,1544,29690,-28146,65848,71584,-5736
2018-04-25,6623,9087,-2464,56743,27749,28994,1643,29328,-27685,65009,66164,-1155
2018-04-26,5634,10494,-4860,56134,27790,28344,1660,28848,-27188,63428,67132,-3704
2018-04-27,4600,9800,-5200,57436,25010,32426,1671,28423,-26752,63707,63233,474
2018-04-30,5157,10027,-4870,56268,25393,30875,1728,27668,-25940,63153,63088,65
2018-05-02,5485,8913,-3428,57554,26814,30740,1768,27252,-25484,64807,62979,1828
2018-05-03,6509,10799,-4290,56374,28450,27924,1739,27104,-25365,64622,66353,-1731
2018-05-04,6204,9117,-2913,52861,27597,25264,1786,27044,-25258,60851,63758,-2907
2018-05-07,6883,8455,-1572,52805,29705,23100,1821,26507,-24686,61509,64667,-3158
2018-05-08,7433,8937,-1504,56786,27416,29370,1856,26206,-24350,66075,62559,3516
2018-05-09,7401,9185,-1784,59457,25599,33858,1862,25938,-24076,68720,60722,7998
2018-05-10,9077,9360,-283,59360,26620,32740,1893,25665,-23772,70330,61645,8685
2018-05-11,7965,11554,-3589,65284,24496,40788,1919,25426,-23507,75168,61476,13692
2018-05-14,8692,10486,-1794,67555,27449,40106,1913,25365,-23452,78160,63300,14860
2018-05-15,7640,10091,-2451,69880,31444,38436,1844,25656,-23812,79364,67191,12173
2018-05-16,4939,7631,-2692,62969,20505,42464,1892,25630,-23738,69800,53766,16034
2018-05-17,6211,8791,-2580,60255,23300,36955,1829,25633,-23804,68295,57724,10571
2018-05-18,5580,9154,-3574,61471,23277,38194,1829,25658,-23829,68880,58089,10791
2018-05-21,5842,8483,-2641,64969,23117,41852,1896,25302,-23406,72707,56902,15805
2018-05-22,8115,8630,-515,61615,23617,37998,1792,25742,-23950,71522,57989,13533
2018-05-23,6475,9269,-2794,64848,25448,39400,1785,26165,-24380,73108,60882,12226
2018-05-24,8406,9244,-838,66489,24803,41686,1787,26087,-24300,76682,60134,16548
2018-05-25,7491,9976,-2485,69470,24473,44997,1790,26084,-24294,78751,60533,18218
2018-05-28,9047,9881,-834,68113,24625,43488,1793,25700,-23907,78953,60206,18747
2018-05-29,9934,9459,475,66420,24345,42075,1717,25615,-23898,78071,59419,18652
2018-05-30,7676,10406,-2730,64872,29465,35407,1635,26213,-24578,74183,66084,8099
2018-05-31,7275,9597,-2322,66128,26556,39572,1665,25926,-24261,75068,62079,12989
2018-06-01,7501,9730,-2229,68467,23873,44594,1689,25930,-24241,77657,59533,18124
2018-06-04,8535,10408,-1873,73867,25474,48393,1723,25800,-24077,84125,61682,22443
2018-06-05,8394,10601,-2207,72646,24929,47717,1716,26133,-24417,82756,61663,21093
2018-06-06,8355,14585,-6230,78562,22750,55812,1688,25817,-24129,88605,63152,25453
2018-06-07,7732,12725,-4993,76369,23852,52517,1720,26020,-24300,85821,62597,23224
2018-06-08,8011,13416,-5405,74893,23902,50991,1656,26493,-24837,84560,63811,20749
2018-06-11,7033,13766,-6733,74625,24220,50405,1530,26560,-25030,83188,64546,18642
2018-06-12,6976,13338,-6362,74397,24185,50212,1486,26617,-25131,82859,64140,18719
2018-06-13,7541,12508,-4967,73295,23726,49569,1522,26640,-25118,82358,62874,19484
2018-06-14,6653,11913,-5260,71217,27606,43611,1609,27296,-25687,79479,66815,12664
2018-06-15,7525,13139,-5614,76582,31625,44957,1668,27315,-25647,85775,72079,13696
2018-06-19,8909,11239,-2330,75873,36684,39189,1422,27972,-26550,86204,75895,10309
2018-06-20,5556,11316,-5760,64890,29722,35168,1364,27635,-26271,71810,68673,3137
2018-06-21,6389,11368,-4979,63832,32555,31277,1390,27435,-26045,71611,71358,253
2018-06-22,5959,13156,-7197,64051,34225,29826,1895,27483,-25588,71905,74864,-2959
2018-06-25,6395,11597,-5202,63228,34210,29018,1914,27517,-25603,71537,73324,-1787
2018-06-26,6868,11880,-5012,62355,34939,27416,1900,27527,-25627,71123,74346,-3223
2018-06-27,7115,10900,-3785,62285,33823,28462,1888,27818,-25930,71288,72541,-1253
2018-06-28,6677,11802,-5125,64424,37871,26553,1899,27830,-25931,73000,77503,-4503
2018-06-29,7336,11692,-4356,67957,36112,31845,2006,26877,-24871,77299,74681,2618
2018-07-02,7031,10042,-3011,64977,32786,32191,1982,27100,-25118,73990,69928,4062
2018-07-03,8224,10304,-2080,64829,35912,28917,2025,27309,-25284,75078,73525,1553
2018-07-04,8150,9880,-1730,63741,36087,27654,2115,27296,-25181,74006,73263,743
2018-07-05,9559,11864,-2305,62189,40518,21671,2127,27881,-25754,73875,80263,-6388
2018-07-06,9530,11124,-1594,64948,40095,24853,2239,27918,-25679,76717,79137,-2420
2018-07-09,8011,10974,-2963,69185,38776,30409,2409,26870,-24461,79605,76620,2985
2018-07-10,8506,11071,-2565,67512,34896,32616,2556,26785,-24229,78574,72752,5822
2018-07-11,8773,10573,-1800,65511,35776,29735,2623,27213,-24590,76907,73562,3345
2018-07-12,9176,12573,-3397,71878,36926,34952,2673,26290,-23617,83727,75789,7938
2018-07-13,11093,14324,-3231,72660,37924,34736,2757,25675,-22918,86510,77923,8587
2018-07-16,11730,15035,-3305,72512,37448,35064,2782,25689,-22907,87024,78172,8852
2018-07-17,9066,14649,-5583,81227,48022,33205,2783,26208,-23425,93076,88879,4197
2018-07-18,5355,12929,-7574,69067,32028,37039,2811,26164,-23353,77233,71121,6112
2018-07-19,5680,12870,-7190,71002,32068,38934,2856,26196,-23340,79538,71134,8404
2018-07-20,6010,13400,-7390,78185,33733,44452,2630,25644,-23014,86825,72777,14048
2018-07-23,6688,12642,-5954,76820,32220,44600,2559,26439,-23880,86067,71301,14766
2018-07-24,8300,12552,-4252,74125,32069,42056,2585,26428,-23843,85010,71049,13961
2018-07-25,7519,12500,-4981,75416,30641,44775,2561,26414,-23853,85496,69555,15941
2018-07-26,8384,13309,-4925,76570,29675,46895,2560,26396,-23836,87514,69380,18134
2018-07-27,9297,15962,-6665,82234,29648,52586,2640,26121,-23481,94171,71731,22440
2018-07-30,7493,14784,-7291,81067,29071,51996,2623,26132,-23509,91183,69987,21196
2018-07-31,7798,15365,-7567,82093,28281,53812,2591,26132,-23541,92482,69778,22704
2018-08-01,9739,17401,-7662,83114,28407,54707,2640,26111,-23471,95493,71919,23574
2018-08-02,9296,16271,-6975,81977,28059,53918,2571,26842,-24271,93844,71172,22672
2018-08-03,8965,16429,-7464,83749,25921,57828,2580,25948,-23368,95294,68298,26996
2018-08-06,9162,15866,-6704,81350,24895,56455,2622,25943,-23321,93134,66704,26430
2018-08-07,8602,16006,-7404,82590,25878,56712,2578,26156,-23578,93770,68040,25730
2018-08-08,10054,18321,-8267,86111,26188,59923,2633,26121,-23488,98798,70630,28168
2018-08-09,8322,15084,-6762,83980,25678,58302,2668,26575,-23907,94970,67337,27633
2018-08-10,7868,14152,-6284,81829,25992,55837,2632,26854,-24222,92329,66998,25331
2018-08-13,7528,14142,-6614,78052,32944,45108,2538,27330,-24792,88118,74416,13702
2018-08-14,7363,13626,-6263,76622,32089,44533,2488,26745,-24257,86473,72460,14013
2018-08-15,6103,11264,-5161,64574,30193,34381,2464,27059,-24595,73141,68516,4625
2018-08-16,6404,14019,-7615,64503,29108,35395,2475,27112,-24637,73382,70239,3143
2018-08-17,7865,14085,-6220,63734,31548,32186,2519,27117,-24598,74118,72750,1368
2018-08-20,7615,15093,-7478,65778,30838,34940,2541,27612,-25071,75934,73543,2391
2018-08-21,8033,15216,-7183,67693,32383,35310,2527,27160,-24633,78253,74759,3494
2018-08-22,6701,11640,-4939,67266,30584,36682,2558,27156,-24598,76525,69380,7145
2018-08-23,8291,12141,-3850,68263,29114,39149,2607,26841,-24234,79161,68096,11065
